,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
44252,NADE,2004,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,126571,34,1,4968565,3000,2018-10-10
44257,CNCA,1994,RED,ACURA,INTEGRA,LS,2DHB,4G,A,338499,13,1,5091457,200,2018-10-10
44262,CNCA,2015,WHITE,ACURA,RDX AWD,TECH PKG,SUV,6G,A,83230,36,1,5259973,16500,2018-10-10
44265,DALA,2015,TAN,ACURA,RLX,TECH PKG,4DSN,6G,A,98839,30,3,4925422,13500,2018-10-10
44273,ALOH,2016,GRAY,ACURA,MDX FWD,TECH PKG,SUV,6G,A,29942,37,1,4905510,26000,2018-10-11
44274,ALOH,2015,BLACK,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,31759,38,1,4905510,18000,2018-10-11
44278,NSAA,2008,SILVER,ACURA,RDX,TECH PKG,SUV,4GT,A,110784,29,2,4995620,5200,2018-10-11
44279,NSAA,2010,MAROON,ACURA,MDX,TECH PKG,SUV,6G,A,124957,18,2,4912056,5600,2018-10-11
44288,SCAA,2007,GRAY,ACURA,TL,TYPE-S,4DSN,6G,A,162409,23,1,5033211,4500,2018-10-11
44289,SPAA,2002,TEAL,ACURA,MDX AWD,TOURING,SUV,6G,A,121168,28,1,5057308,2700,2018-10-11
44293,AAA,2014,GRAY,ACURA,ILX,PREMIUM,4DSN,4G,A,43092,39,1,5147475,12600,2018-10-11
44296,PXAA,2009,GRAY,ACURA,TSX FWD,TECH PKG,4DSN,4G,A,140550,20,1,5031183,5800,2018-10-11
44299,SCAA,2012,WHITE,ACURA,TL FWD V6,TECH,4DSN,6G,A,91002,37,1,5054159,11000,2018-10-11
44300,TBAA,2012,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,104145,36,1,5258824,11000,2018-10-11
44302,THAA,2008,BLACK,ACURA,MDX AWD,ELITE PKG,SUV,6G,A,254719,20,3,4998393,2500,2018-10-11
44303,DFWA,2008,GRAY,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,189758,27,1,5428344,4600,2018-10-11
44306,TBAA,2010,BLACK,ACURA,ZDX,TECH PKG,SUV,6G,A,132079,30,1,4925422,10500,2018-10-11
44308,AAA,2013,RED,ACURA,TSX 4C,TECH PKG,4DSN,4G,A,27851,37,1,5000481,14900,2018-10-11
44310,DETA,2007,GREEN,ACURA,MDX,TECH PKG,SUV,6G,A,95635,48,1,5096225,9900,2018-10-11
44311,THAA,2016,BLACK,ACURA,MDX FWD,TECH PKG,SUV,6G,A,37989,44,4,5224991,27500,2018-10-11
44313,GCAA,2015,BLACK,ACURA,RLX,ADV PKG,4DSN,6G,A,30760,34,2,5149561,24200,2018-10-11
44316,SCAA,2016,GRAY,ACURA,MDX FWD,TECH PKG,SUV,6G,A,28600,40,3,4905510,24000,2018-10-11
44317,SCAA,2017,BLACK,ACURA,TLX FWD V6,TECH PKG,4DSN,6G,A,15472,39,2,4905524,24000,2018-10-11
44318,SCAA,2016,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,37078,38,2,4905510,15000,2018-10-11
44319,SCAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,56265,34,1,4905524,13000,2018-10-11
44321,SCAA,2004,GREEN,ACURA,MDX 4X4,TOURING,SUV,6G,A,168150,14,1,4935505,1200,2018-10-11
44326,GCAA,2015,WHITE,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,39951,44,1,4905510,19800,2018-10-11
44327,GCAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,27011,43,1,4905510,31000,2018-10-11
44328,GCAA,2017,SILVER,ACURA,TLX FWD 4C,TECH PKG,4DSN,4G,A,7604,41,1,4905524,23250,2018-10-11
44329,GCAA,2016,WHITE,ACURA,ILX,PRM A-SPEC,4DSN,4G,A,13140,41,1,4905510,18200,2018-10-11
44330,GCAA,2015,BLACK,ACURA,TLX FWD V6,V6,4DSN,6G,A,31175,42,1,4905510,18400,2018-10-11
44331,GCAA,2015,SILVER,ACURA,TLX FWD V6,V6,4DSN,6G,A,44508,41,1,4905510,17500,2018-10-11
44332,GCAA,2016,BLACK,ACURA,MDX AWD,ADVANCE,SUV,6G,A,34109,41,1,4905510,33000,2018-10-11
44333,GCAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,35774,37,1,4905510,15500,2018-10-11
44334,GCAA,2017,BLUE,ACURA,TLX FWD 4C,TECH PKG,4DSN,4G,A,15664,38,1,4905524,22250,2018-10-11
44335,GCAA,2015,GRAY,ACURA,TLX AWD V6,V6 ADVANCE,4DSN,6G,A,68756,37,1,4905510,18200,2018-10-11
44336,GCAA,2016,WHITE,ACURA,MDX AWD,ADVANCE,SUV,6G,A,35467,36,1,4905510,31000,2018-10-11
44338,GCAA,2015,GRAY,ACURA,TLX AWD V6,V6 ADVANCE,4DSN,6G,A,32621,35,1,4905510,21750,2018-10-11
44339,GCAA,2015,GRAY,ACURA,TLX AWD V6,V6 TECH,4DSN,6G,A,19542,34,1,4905510,20000,2018-10-11
44341,GCAA,2015,BLUE,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,34470,32,1,4905510,17700,2018-10-11
44342,GCAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,36664,31,1,4905510,14700,2018-10-11
44343,GCAA,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,22187,29,1,4905510,24750,2018-10-11
44345,GCAA,2015,WHITE,ACURA,TLX FWD V6,V6,4DSN,6G,A,15584,19,1,4905510,16300,2018-10-11
44346,GCAA,2015,GRAY,ACURA,TLX FWD V6,V6,4DSN,6G,A,41828,19,1,4905510,15500,2018-10-11
44350,TAA,2010,WHITE,ACURA,MDX,ELITE PKG,SUV,6G,A,198540,37,1,5153603,10750,2018-10-11
44357,NADE,2016,MAROON,ACURA,ILX,PREMIUM,4DSN,4G,A,13444,34,5,4918814,16000,2018-10-11
44360,MAA,2003,SILVER,ACURA,MDX AWD,TOURING,SUV,6G,A,74975,27,1,4902052,5800,2018-10-11
44361,MAA,2015,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,61248,29,1,4997069,18400,2018-10-11
44362,MAA,2005,BLUE,ACURA,MDX,TOURING,SUV,6G,A,216049,18,1,4997069,1300,2018-10-11
44365,MTRL,2010,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,69156,43,4,5305822,16300,2018-10-12
44366,PRAA,2002,BLUE,ACURA,MDX AWD,TOURING,SUV,6G,A,139633,13,2,4939180,700,2018-10-12
44367,NVAA,2015,GRAY,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,50494,37,1,5393590,18300,2018-10-12
44368,NVAA,2010,WHITE,ACURA,TL FWD V6,TECH,4DSN,6G,A,71173,31,1,5349037,12500,2018-10-12
44369,LMAA,2006,GREEN,ACURA,MDX 4X4,TOURING,SUV,6G,A,69630,41,1,5094246,5700,2018-10-12
44373,NVAA,2014,BLACK,ACURA,TL FWD V6,A-SPEC,4DSN,6G,A,44087,39,1,4921208,14300,2018-10-12
44374,FAAO,2009,BLACK,ACURA,MDX,SPORT,SUV,6G,A,138933,26,1,4947016,5500,2018-10-12
44377,FAA,2008,GRAY,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,199991,31,2,5034943,5200,2018-10-12
44378,NADE,2016,GRAY,ACURA,MDX AWD,TECH PKG,SUV,6G,A,41851,44,3,5217073,26300,2018-10-12
44379,MAA,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,29420,18,1,4910970,21400,2018-10-12
44381,MAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,40957,24,1,4910970,26100,2018-10-12
44382,MAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,35207,26,1,4910970,27300,2018-10-12
44384,MAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,36045,28,1,4910970,27300,2018-10-12
44389,MAA,2017,PRLWHITE,ACURA,MDX AWD V6,ADV ENTER,SUV,6G,A,7547,50,1,5042109,45750,2018-10-12
44391,MAA,2015,BROWN,ACURA,TLX AWD V6,V6 TECH,4DSN,6G,A,78193,41,1,5216574,16500,2018-10-12
44392,MAA,2012,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,55571,43,1,5143706,18750,2018-10-12
44393,MAA,2016,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,26226,42,1,5372193,16000,2018-10-12
44407,MAA,2009,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,111224,30,1,5416073,11300,2018-10-12
44410,MAA,2012,SILVER,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,72902,35,1,4997069,11250,2018-10-12
44411,MAA,2015,WHITE,ACURA,TLX AWD V6,V6 TECH,4DSN,6G,A,27563,45,1,4997069,22000,2018-10-12
44413,MAA,2012,BLUE,ACURA,MDX,TECH PKG,SUV,6G,A,58742,21,1,4925661,16300,2018-10-12
44414,MAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,84385,28,1,4925621,20600,2018-10-12
44416,MAA,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,29995,28,2,4905510,21800,2018-10-12
44417,MAA,2016,MAROON,ACURA,MDX AWD,TECH PKG,SUV,6G,A,39725,31,1,4905510,27500,2018-10-12
44418,MAA,2016,GREEN,ACURA,MDX AWD,TECH PKG,SUV,6G,A,43984,30,1,4905510,26100,2018-10-12
44421,MAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,38980,44,1,4905510,15500,2018-10-12
44423,MAA,2016,BLACK,ACURA,MDX AWD,ADVANCE,SUV,6G,A,48702,41,1,4905510,27800,2018-10-12
44424,MAA,2016,MAROON,ACURA,MDX AWD,TECH PKG,SUV,6G,A,60395,46,1,4905510,23100,2018-10-12
44425,MAA,2017,SILVER,ACURA,ILX,PREMIUM,4DSN,4G,A,2117,38,1,4905510,19100,2018-10-12
44426,MAA,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,34946,36,1,4905510,15500,2018-10-12
44427,MAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,35191,35,1,4905510,28100,2018-10-12
44428,MAA,2016,BLUE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,35453,39,1,4905510,28100,2018-10-12
44429,MAA,2017,WHITE,ACURA,MDX AWD V6,TECH PKG,SUV,6G,A,36031,35,1,4905524,34600,2018-10-12
44430,MAA,2015,GREY,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,37988,33,1,4905510,17600,2018-10-12
44431,MAA,2015,SILVER,ACURA,TLX FWD V6,V6,4DSN,6G,A,44022,37,1,4905510,16600,2018-10-12
44432,MAA,2016,GREY,ACURA,MDX AWD,ADVANCE,SUV,6G,A,75765,37,1,4905510,23700,2018-10-12
44433,MAA,2016,WHITE,ACURA,ILX,TECH PKG,4DSN,4G,A,3192,34,1,4905709,17500,2018-10-12
44438,FAAO,2013,SILVER,ACURA,ILX,HYBRID TEC,4DSN,4H,A,12809,45,2,5011412,14000,2018-10-14
44442,AYCA,2008,BLACK,ACURA,TL,TYPE-S,4DSN,6G,A,141033,28,1,5002471,6300,2018-10-15
44445,AYCA,2002,GRAY,ACURA,MDX AWD,TOURING,SUV,6G,A,216702,22,1,5174895,1300,2018-10-15
44447,AAA,2016,BLACK,ACURA,TLX FWD 4C,TECH PKG,4DSN,4G,A,45589,42,2,5151581,17700,2018-10-15
44449,SKYA,2011,BLACK,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,211149,39,2,5095825,4700,2018-10-15
44450,SPAA,2013,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,51680,41,2,5306385,20250,2018-10-15
44454,NADE,2016,WHITE,ACURA,ILX,PREMIUM,4DSN,4G,A,28092,36,2,4905510,16000,2018-10-15
44455,NADE,2015,GRAY,ACURA,TLX AWD V6,V6 TECH,4DSN,6G,A,61669,29,2,4905510,16600,2018-10-15
44458,NADE,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,29169,19,8,4912530,25700,2018-10-15
44460,SCAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,28181,24,1,4905510,26400,2018-10-15
44461,SCAA,2015,BLACK,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,35260,33,3,4905510,17900,2018-10-15
44462,SCAA,2015,GRAY,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,35965,34,3,4905510,17600,2018-10-15
44463,SCAA,2015,BLACK,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,28101,28,2,4905510,18200,2018-10-15
44464,SCAA,2016,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,33564,39,2,4905510,23000,2018-10-15
44465,SCAA,2015,GRAY,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,43692,39,2,4905510,18900,2018-10-15
44468,MAA,2016,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,26387,36,1,4905709,16700,2018-10-15
44469,MAA,2016,GREY,ACURA,RDX AWD,ADV PKG,SUV,6G,A,40511,31,3,4905510,24500,2018-10-15
44470,MAA,2016,GREY,ACURA,MDX AWD,ADVANCE,SUV,6G,A,45741,27,2,4905510,27600,2018-10-15
44471,MAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,62342,24,1,4905510,22100,2018-10-15
44472,MAA,2015,WHITE,ACURA,TLX FWD 4C,TECH,4DSN,4G,A,52572,15,1,4905510,13700,2018-10-15
44479,SVAA,2004,SILVER,ACURA,MDX 4X4,TOURING,SUV,6G,A,207990,20,2,5205562,1200,2018-10-16
44483,MTRL,2014,GRAY,ACURA,RDX AWD,TECH PKG,SUV,6G,A,171348,35,1,5227918,12000,2018-10-16
44489,SKYA,2012,RED,ACURA,TSX 4C,SPECIAL ED,4DSN,4G,A,111335,30,1,5013683,8100,2018-10-16
44490,SKYA,2011,GRAY,ACURA,MDX,TECH PKG,SUV,6G,A,77277,27,1,5391671,12200,2018-10-16
44491,SKYA,2006,GRAY,ACURA,MDX 4X4,TOURING,SUV,6G,A,129618,32,2,5223793,4500,2018-10-16
44495,AAAI,2007,GRAY,ACURA,MDX,SPORT,SUV,6G,A,195212,28,1,5390571,4500,2018-10-16
44496,AAAI,2015,SILVER,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,26222,46,1,5390571,21200,2018-10-16
44498,FAAO,2016,GRAY,ACURA,TLX AWD V6,TECH PKG,4DSN,6G,A,38300,43,1,5427368,21700,2018-10-16
44506,SKYA,2015,GRAY,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,26278,45,1,5255376,16600,2018-10-16
44507,SVAA,2013,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,111998,37,3,5231883,13000,2018-10-16
44510,AAAI,2016,BROWN,ACURA,TLX FWD V6,TECH PKG,4DSN,6G,A,8349,45,3,5235661,23800,2018-10-16
44513,BWAE,2008,BLACK,ACURA,TL,TYPE-S,4DSN,6G,A,173727,24,1,5101032,3200,2018-10-16
44514,BWAE,2010,BLACK,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,245283,19,1,5037602,3600,2018-10-16
44515,BWAE,2011,SILVER,ACURA,RDX FWD,TECH PKG,SUV,4GT,A,109044,37,5,5076919,6400,2018-10-16
44522,AAAW,2009,BLACK,ACURA,RL,TECH PKG,4DSN,6G,A,109070,24,1,4996436,4500,2018-10-16
44524,SKYA,2007,GREEN,ACURA,MDX,TECH PKG,SUV,6G,A,167755,27,1,5429531,3900,2018-10-16
44527,AAAW,2008,SILVER,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,147109,22,1,4904222,5100,2018-10-16
44530,TAA,2006,BLACK,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,138602,24,1,5205210,3500,2018-10-16
44534,BWAE,2011,SILVER,ACURA,TL FWD V6,TECH,4DSN,6G,A,103379,28,1,4940603,8600,2018-10-16
44535,BWAE,2015,BLACK,ACURA,RLX,TECH PKG,4DSN,6G,A,47177,42,1,4910845,21900,2018-10-16
44537,TAA,2013,GRAY,ACURA,MDX,ELITE PKG,SUV,6G,A,121314,29,1,4997459,18500,2018-10-16
44541,AAA,2010,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,135977,34,4,5097996,7500,2018-10-16
44542,DAA,2008,BLACK,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,149805,18,1,5132617,6200,2018-10-16
44546,AAA,2012,WHITE,ACURA,TL FWD V6,TECH,4DSN,6G,A,134878,30,1,4940603,7000,2018-10-16
44548,NADE,2015,BLACK,ACURA,TLX FWD V6,V6,4DSN,6G,A,33622,36,2,4905709,18700,2018-10-16
44552,NADE,2010,GRAY,ACURA,MDX,TECH PKG,SUV,6G,A,206895,26,3,5347341,5300,2018-10-16
44558,MAA,2014,WHITE,ACURA,RLX FWD,ADV PKG,4DSN,6G,A,35036,44,2,5084115,21550,2018-10-16
44567,KCAA,2001,BLACK,ACURA,MDX AWD,TOURING,SUV,6G,A,127716,22,1,5002720,3900,2018-10-17
44570,ALBA,2007,SILVER,ACURA,MDX,TECH PKG,SUV,6G,A,182553,21,1,4998815,3300,2018-10-17
44576,SSAA,2010,SILVER,ACURA,TSX FWD V6,TECH PKG,4DSN,6G,A,29235,43,1,4919540,15400,2018-10-17
44577,BCAA,2008,GRAY,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,135213,17,1,4925422,7750,2018-10-17
44582,SWFL,2004,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,233858,18,1,5051548,1400,2018-10-17
44584,DAA,2015,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,54378,26,1,5176765,24500,2018-10-17
44587,SDAA,2008,BLACK,ACURA,RDX,TECH PKG,SUV,4GT,A,156961,25,1,4918814,3800,2018-10-17
44588,SSAA,2012,BLACK,ACURA,TSX FWD 4C,TECH PKG,4DSN,4G,A,70684,39,2,5068464,12300,2018-10-17
44592,DAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,29874,25,1,4912530,27000,2018-10-17
44595,KCAA,2008,BLACK,ACURA,MDX 4X4,SPORT,SUV,6G,A,188335,20,1,4998393,5100,2018-10-17
44598,UAA,2008,MAROON,ACURA,MDX 4X4,TECH PKG,SUV,6G,A,176759,24,2,4912992,3900,2018-10-17
44599,CADE,2008,GRAY,ACURA,RDX,TECH PKG,SUV,4GT,A,154953,28,1,5089977,3500,2018-10-17
44600,CADE,2014,SILVER,ACURA,MDX FWD,TECH PKG,SUV,6G,A,77179,39,1,5035767,19500,2018-10-17
44601,CADE,2016,GRAY,ACURA,RDX FWD,ADV PKG,SUV,6G,A,43841,39,1,5099850,24500,2018-10-17
44613,CADE,2013,WHITE,ACURA,TSX 4C,TECH PKG,4DSN,4G,A,85762,25,1,4902408,8400,2018-10-17
44616,BCAA,2007,GOLD,ACURA,RL,TECH PKG,4DSN,6G,A,166596,23,1,5140599,2600,2018-10-17
44617,BCAA,2001,GRAY,ACURA,MDX AWD,TOURING,SUV,6G,A,175647,32,1,5002894,1900,2018-10-17
44619,GOAA,2011,BLACK,ACURA,MDX,TECH PKG,SUV,6G,A,93364,37,1,4925422,12900,2018-10-17
44622,GOAA,2015,GRAY,ACURA,ILX,TECH PKG,4DSN,4G,A,47306,42,1,4934012,13600,2018-10-17
44624,NADE,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,31482,43,1,4905510,25400,2018-10-17
44626,NADE,2015,BLACK,ACURA,TLX FWD V6,V6,4DSN,6G,A,29712,39,1,4905510,16700,2018-10-17
44628,NADE,2016,SILVER,ACURA,MDX AWD,TECH PKG,SUV,6G,A,37311,38,1,4905510,28500,2018-10-17
44629,NADE,2015,WHITE,ACURA,TLX FWD 4C,TECH,4DSN,4G,A,19073,35,1,4905510,18000,2018-10-17
44630,NADE,2016,SILVER,ACURA,MDX AWD,TECH PKG,SUV,6G,A,30608,33,1,4905510,28900,2018-10-17
44631,NADE,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,21813,33,1,4905510,25900,2018-10-17
44632,NADE,2016,BROWN,ACURA,RDX AWD,TECH PKG,SUV,6G,A,28569,32,1,4905510,24000,2018-10-17
44633,NADE,2016,BROWN,ACURA,RDX AWD,TECH PKG,SUV,6G,A,24893,29,1,4905510,23500,2018-10-17
44634,NADE,2015,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,54651,29,1,4905510,23000,2018-10-17
44636,NADE,2016,BLACK,ACURA,ILX,PREMIUM,4DSN,4G,A,35167,26,1,4905510,14600,2018-10-17
44638,NADE,2016,SILVER,ACURA,MDX AWD,TECH PKG,SUV,6G,A,34873,24,1,4905510,26200,2018-10-17
44639,NADE,2014,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,91838,15,2,4905524,14700,2018-10-17
44640,NASH,2015,GRAY,ACURA,MDX AWD,ADV PKG,SUV,6G,A,52914,44,2,4918814,26800,2018-10-17
44643,NADE,2007,BLACK,ACURA,MDX,SPORT,SUV,6G,A,244942,24,1,5417368,3100,2018-10-17
44647,NADE,2015,WHITE,ACURA,TLX FWD 4C,TECH,4DSN,4G,A,61745,26,2,4918814,13500,2018-10-17
44653,CNCA,2006,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,131518,31,1,5005989,3900,2018-10-17
44657,CNCA,2012,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,103280,25,1,5275360,9100,2018-10-17
44658,CNCA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,37587,13,1,5005989,18000,2018-10-17
44659,CADE,2013,GRAY,ACURA,RDX FWD,TECH PKG,SUV,6G,A,79983,34,2,5202914,11500,2018-10-17
44660,SVAA,2012,WHITE,ACURA,MDX,ADV PKG,SUV,6G,A,88267,36,2,4918814,16000,2018-10-17
44670,AAA,2011,BLACK,ACURA,MDX,ADV PKG,SUV,6G,A,120663,37,2,5289308,11000,2018-10-18
44675,SCAA,2006,BLACK,ACURA,MDX 4X4,TOURING,SUV,6G,A,190846,37,1,5033211,2800,2018-10-18
44676,AAA,2015,BLACK,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,58934,45,1,5009532,17500,2018-10-18
44677,FAA,2002,SILVER,ACURA,MDX AWD,TOURING,SUV,6G,A,183670,21,2,5436666,1900,2018-10-18
44678,NAA,2003,GOLD,ACURA,MDX AWD,TOURING,SUV,6G,A,204748,18,1,5375224,600,2018-10-18
44679,NSAA,2003,BLACK,ACURA,MDX AWD,TOURING,SUV,6G,A,149520,13,1,5071070,2900,2018-10-18
44683,THAA,2013,SILVER,ACURA,MDX,SH-AWD,SUV,6G,A,119175,35,1,5269621,10800,2018-10-18
44684,THAA,2005,BLUE,ACURA,MDX,TOURING,SUV,6G,A,101103,25,1,5269621,2500,2018-10-18
44685,FAA,2008,GRAY,ACURA,RDX,TECH PKG,SUV,4GT,A,160915,28,1,5034348,5400,2018-10-18
44687,FAA,2006,BLUE,ACURA,RL,TECH PKG,4DSN,6G,A,123864,24,1,5259587,4400,2018-10-18
44689,LOUA,2009,GRAY,ACURA,MDX,TECH PKG,SUV,6G,A,75470,31,1,4925568,12300,2018-10-18
44692,TBAA,2016,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,45153,24,4,5258824,20800,2018-10-18
44693,DETA,2014,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,93211,44,1,5058963,18500,2018-10-18
44694,TBAA,2009,MAROON,ACURA,TL FWD V6,TECH,4DSN,6G,A,107563,14,2,4925422,4800,2018-10-18
44696,FAA,2013,WHITE,ACURA,MDX,ADV PKG,SUV,6G,A,72881,40,1,5299734,17600,2018-10-18
44697,FAA,2007,GRAY,ACURA,RDX,TECH PKG,SUV,4GT,A,89977,27,2,4996436,4600,2018-10-18
44700,AAA,2015,BLACK,ACURA,RDX AWD,TECH PKG,SUV,6G,A,37195,36,1,4905510,21200,2018-10-18
44702,AAA,2015,BLACK,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,32422,33,1,4905510,18000,2018-10-18
44704,SCAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,27196,44,2,4905510,29750,2018-10-18
44706,SCAA,2016,GRAY,ACURA,MDX FWD,ADVANCE,SUV,6G,A,40912,44,1,4905510,27250,2018-10-18
44707,SCAA,2016,WHITE,ACURA,RDX FWD,ADV PKG,SUV,6G,A,13654,43,1,4905510,28000,2018-10-18
44708,SCAA,2016,WHITE,ACURA,ILX,PRM A-SPEC,4DSN,4G,A,21920,43,1,4905510,18600,2018-10-18
44709,SCAA,2016,BLACK,ACURA,RDX FWD,TECH PKG,SUV,6G,A,36150,43,1,4905510,24000,2018-10-18
44712,SCAA,2015,SILVER,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,32408,40,1,4905510,20000,2018-10-18
44713,SCAA,2015,WHITE,ACURA,TLX FWD V6,V6 ADVANCE,4DSN,6G,A,35360,39,2,4905510,18500,2018-10-18
44714,SCAA,2015,WHITE,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,30465,38,1,4905510,19200,2018-10-18
44715,SCAA,2016,SILVER,ACURA,MDX FWD,ADVANCE,SUV,6G,A,30338,31,1,4905510,28250,2018-10-18
44718,NVAA,2003,GRAY,ACURA,MDX,TOURING,4SUV,6G,A,164216,23,2,4938270,600,2018-10-18
44719,AAAI,2002,BLACK,ACURA,MDX AWD,TOURING,SUV,6G,A,206841,13,2,5387552,350,2018-10-18
44722,TAA,2005,WHITE,ACURA,MDX,TECH PKG,SUV,6G,A,401992,20,4,5142540,500,2018-10-18
44726,RAA,2016,SILVER,ACURA,MDX AWD,TECH PKG,SUV,6G,A,35156,44,1,4997069,29750,2018-10-18
44727,RAA,2015,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,55314,40,1,4997069,25750,2018-10-18
44731,HATA,2007,SILVER,ACURA,TL,TYPE-S,4DSN,6G,A,128825,30,1,5013685,5000,2018-10-18
44736,DFWA,2008,WHITE,ACURA,TL,TYPE-S,4DSN,6G,A,134959,25,1,5090317,3000,2018-10-18
44738,MAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,36534,43,1,4905709,30900,2018-10-18
44739,MAA,2016,WHITE,ACURA,TLX FWD V6,V6,4DSN,6G,A,27758,33,1,4905709,20400,2018-10-18
44741,MAA,2016,BLACK,ACURA,MDX AWD,TECH PKG,SUV,6G,A,29940,38,1,4905709,30500,2018-10-18
44742,LMAA,2009,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,92094,23,3,5153503,6300,2018-10-19
44748,LMAA,2010,WHITE,ACURA,MDX,ADV PKG,SUV,6G,A,129412,25,4,5024246,10300,2018-10-19
44751,LMAA,2016,GRAY,ACURA,MDX AWD,TECH PKG,SUV,6G,A,32522,32,6,4910970,26100,2018-10-19
44753,DALA,2009,GRAY,ACURA,TL FWD V6,TECH,4DSN,6G,A,151824,13,1,5026960,4800,2018-10-19
44756,MAA,2016,WHITE,ACURA,MDX AWD,TECH PKG,SUV,6G,A,43294,42,1,4910970,28600,2018-10-19
44757,MAA,2015,BLACK,ACURA,TLX FWD V6,V6 TECH,4DSN,6G,A,24041,27,2,4910280,20400,2018-10-19
44760,MAA,2010,MAROON,ACURA,MDX,TECH PKG,SUV,6G,A,89934,36,2,5216574,12900,2018-10-19
44761,MAA,2017,BLUE,ACURA,TLX AWD V6,TECH PKG,4DSN,6G,A,24487,45,1,5402663,24500,2018-10-19
