auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
AAA,2014,BLACK,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,35508,34,7,4905686,26500,2017-01-02
BCAA,2015,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,9869,33,1,4905686,20500,2017-01-02
BCAA,2014,TAN,LEXUS,ES 300H,HYBRID,4DSN,4H,A,23680,38,1,4905686,23500,2017-01-02
FAAO,2016,GRAY,LEXUS,RC 350 4X2,F SPORT,2DCP,6G,A,18586,43,3,4902618,37500,2017-01-02
FAAO,2014,WHITE,LEXUS,IS 350 4X2,F SPORT,4DSN,6G,A,26992,37,3,4905686,28100,2017-01-02
FAAO,2015,BLACK,LEXUS,IS 250 4X2,FSPORT,4DSN,6G,A,25826,35,3,4905686,23000,2017-01-02
FAAO,2015,SILVER,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,25822,29,3,4905686,23000,2017-01-02
FAAO,2015,WHITE,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,24165,41,3,4905686,26600,2017-01-02
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,15349,35,3,4905686,24400,2017-01-02
FAAO,2013,BLACK,LEXUS,ES 350,4DR SDN,4DSN,6G,A,14176,38,3,4905686,23100,2017-01-02
FAAO,2014,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,14346,46,3,4905686,32700,2017-01-02
MAA,2013,GREY,LEXUS,ES 350,4DR SDN,4DSN,6G,A,34764,36,2,4905686,22300,2017-01-02
MAA,2013,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,13015,28,2,4905686,16100,2017-01-02
MAA,2013,SILVER,LEXUS,ES 350,4DR SDN,4DSN,6G,A,20198,37,2,4905686,21400,2017-01-02
MAA,2013,BLUE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,25008,25,2,4905686,19100,2017-01-02
MAA,2014,BLACK,LEXUS,IS 250 AWD,F SPORT,4DSN,6G,A,22512,23,2,4905686,23500,2017-01-02
MAA,2015,BLACK,LEXUS,IS 250 AWD,F SPORT,4DSN,6G,A,13995,35,2,4905686,26300,2017-01-02
MAA,2013,BLUE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,36164,34,2,4905686,20600,2017-01-02
MMAA,2016,BROWN,LEXUS,ES 300H,HYBRID,4DSN,4H,A,13903,48,5,4902618,34100,2017-01-02
NASH,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,23507,42,2,4905686,16500,2017-01-02
OAA,2013,WHITE,LEXUS,GX 460,PREMIUM,SUV,8G,A,81633,43,6,4902618,29200,2017-01-02
OAA,2012,WHITE,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,45900,41,2,4905686,13600,2017-01-02
OAA,2014,WHITE,LEXUS,IS 350 AWD,F SPORT,4DSN,6G,A,57434,37,6,4902618,23200,2017-01-02
PXAA,2013,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,23897,42,1,4905686,16700,2017-01-02
PXAA,2014,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22173,25,2,4905686,14800,2017-01-02
PXAA,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,16419,40,1,4905686,18100,2017-01-02
RAA,2014,SILVER,LEXUS,IS 250 4X2,SPORT SDN,4DSN,6G,A,18524,36,1,4905686,20900,2017-01-02
SSAA,2014,BLUE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,19564,34,1,4905686,17300,2017-01-02
SSAA,2015,GREY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,17246,42,1,4905686,21100,2017-01-02
SSAA,2012,SILVER M,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,37609,40,1,4905686,14000,2017-01-02
SSAA,2014,GREY,LEXUS,ES 300H,HYBRID,4DSN,4H,A,19385,34,2,4905686,24300,2017-01-02
THAA,2013,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,34681,38,1,4905686,15600,2017-01-02
FAAO,2015,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22323,44,5,5172730,18800,2017-01-03
FAAO,2014,WHITE,LEXUS,LS 460 4X2,L,4DSN,8G,A,45612,28,1,4905686,36600,2017-01-03
FAAO,2015,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,26377,29,1,4905686,28500,2017-01-03
FAAO,2014,BLACK,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,14107,24,1,4905686,28000,2017-01-03
FAAO,2014,SILVER,LEXUS,IS 350 4X2,F SPORT,4DSN,6G,A,22961,41,1,4905686,27500,2017-01-03
FAAO,2014,WHITE,LEXUS,GS 350 4X2,FSPORT,4DSN,6G,A,22922,24,1,4905686,26300,2017-01-03
FAAO,2015,WHITE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,19177,38,1,4905686,25800,2017-01-03
FAAO,2014,SILVER,LEXUS,IS 350 4X2,FSPORT,4DSN,6G,A,29120,27,1,4905686,26200,2017-01-03
FAAO,2014,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,41792,22,1,4905686,26200,2017-01-03
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,22361,38,1,4905686,24100,2017-01-03
FAAO,2015,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,22652,13,1,4905686,19900,2017-01-03
FAAO,2015,RED,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,25489,35,1,4905686,24400,2017-01-03
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,37768,29,1,4905686,24000,2017-01-03
FAAO,2014,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,11532,31,1,4905686,17800,2017-01-03
FAAO,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,15723,36,1,4905686,16300,2017-01-03
OAA,2013,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,39262,40,1,4905686,15700,2017-01-03
FAAO,2015,GRAY,LEXUS,NX 200T AWD,F SPORT,SUV,4GT,A,11756,50,1,5172730,35500,2017-01-03
BCAA,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,61550,31,1,4905686,19000,2017-01-04
KCAA,2013,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,34127,28,2,4905686,14400,2017-01-04
MAAI,2013,GRAY,LEXUS,ES 350,4DR SDN,4DSN,6G,A,23857,43,1,4905686,22100,2017-01-04
MAAI,2012,RED,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,32352,38,3,4905686,14500,2017-01-04
SDAA,2013,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,37245,39,1,5321443,15250,2017-01-04
SDAA,2015,WHITE,LEXUS,NX 200T FWD,F SPORT,SUV,4GT,A,17433,46,1,4993796,34000,2017-01-04
BCAA,2013,RED,LEXUS,CT 200H,HYBRID,4DSN,4H,A,40036,39,1,5291789,14000,2017-01-04
SDAA,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,54188,36,1,4905686,20500,2017-01-04
SSAA,2010,BLACK,LEXUS,GX 460 AWD,PREMIUM,SUV,8G,A,94077,37,2,5339602,21500,2017-01-04
NASH,2013,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,47749,47,1,5305436,14600,2017-01-04
NADE,2013,BLACK,LEXUS,ES 350,4DR SDN,4DSN,6G,A,33560,26,1,5320490,19000,2017-01-04
SSAA,2015,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,25358,38,1,4905686,18500,2017-01-04
AAA,2013,SILVER,LEXUS,ES 350,4DR SDN,4DSN,6G,A,65504,39,1,4905686,18000,2017-01-04
RAA,2013,WHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,37874,41,1,4902618,19400,2017-01-04
MISS,2015,RED,LEXUS,GX 460,LUXURY,SUV,8G,A,15300,49,2,5014553,47000,2017-01-05
MAA,2015,WHITE,LEXUS,GX 460,LUXURY,SUV,8G,A,12475,44,1,5372193,47100,2017-01-05
MAA,2015,BLACK,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,12925,40,1,4905686,36500,2017-01-05
MAA,2014,GREY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,18781,34,1,4905686,16250,2017-01-05
MAA,2013,BLUE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,37968,37,1,4905686,19400,2017-01-05
MAA,2013,WHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,69375,28,1,4905686,18500,2017-01-05
MAA,2014,SILVER,LEXUS,GS 350 AWD,F SPORT,4DSN,6G,A,29048,20,1,4905686,24800,2017-01-05
MAA,2014,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,25584,33,1,4905686,15500,2017-01-05
MAA,2014,SILVER,LEXUS,ES 300H,HYBRID,4DSN,4H,A,50311,37,1,4905686,20000,2017-01-05
MAA,2013,WHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,73387,25,1,4905686,16000,2017-01-05
THAA,2010,WHITE,LEXUS,HS 250H,PREMIUM,4DSN,4H,A,82807,33,1,4942527,8800,2017-01-05
MAA,2014,WHITE,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,69507,38,2,5002519,25500,2017-01-05
SVAA,2007,BLUE,LEXUS,LS 460,LWB,4DSN,8G,A,140892,28,2,5048862,10700,2017-01-05
DALA,2011,GRAY,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,68559,35,1,5203623,10500,2017-01-06
MAA,2014,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,30027,38,2,5071672,15900,2017-01-06
MAA,2011,SILVER,LEXUS,LS 460 AWD,L,4DSN,8G,A,79163,23,7,5011813,23000,2017-01-06
BCAA,2014,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,48517,40,1,4905686,17800,2017-01-09
BCAA,2015,WHITE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,14275,43,1,4905686,27900,2017-01-09
BCAA,2014,WHITE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,30472,35,1,4905686,24600,2017-01-09
FAAO,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,30714,35,2,4905686,15500,2017-01-09
FAAO,2014,BLACK,LEXUS,LS 460 4X2,L,4DSN,8G,A,64559,28,1,4905686,31600,2017-01-09
FAAO,2013,WHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,47848,36,1,4905686,19400,2017-01-09
FAAO,2015,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,19847,29,2,4905686,17500,2017-01-09
FAAO,2015,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,21899,37,1,4905686,33200,2017-01-09
KCAA,2015,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,5081,42,1,4905686,20900,2017-01-09
MMAA,2016,BLACK,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,8724,46,1,4905686,47600,2017-01-09
OAA,2014,BLACK,LEXUS,LS 460 AWD,L,4DSN,8G,A,75444,37,2,4905686,35100,2017-01-09
PXAA,2010,RED,LEXUS,HS 250H,PREMIUM,4DSN,4H,A,77599,34,6,4905686,10200,2017-01-09
PXAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,36915,27,8,4905686,13700,2017-01-09
RAA,2015,SILVER,LEXUS,ES 350,CRAFTED LN,4DSN,6G,A,11797,44,1,4905686,29800,2017-01-09
RAA,2014,SILVER,LEXUS,LS 460 4X2,L,4DSN,8G,A,48680,33,1,4905686,40300,2017-01-09
RAA,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,34932,43,1,4905686,18000,2017-01-09
SSAA,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,28710,44,1,4905686,24800,2017-01-09
MAA,2014,BLACK,LEXUS,GX 460,LUXURY,SUV,8G,A,31898,28,4,4905686,39900,2017-01-09
FAAO,2013,GRAY,LEXUS,ES 350,4DR SDN,4DSN,6G,A,83493,28,1,5398472,15400,2017-01-10
AREN,2013,BROWN,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,67010,46,3,5400355,22000,2017-01-10
RAA,2015,WHITE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,22384,44,1,5224217,28250,2017-01-10
FAAO,2014,GRAY,LEXUS,GX 460,LUXURY,SUV,8G,A,14743,49,2,5011412,44400,2017-01-10
RAA,2012,WHITE,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,105661,33,1,5253328,9500,2017-01-10
FAAO,2014,BLACK,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,25779,37,1,4905686,29500,2017-01-10
FAAO,2015,SILVER,LEXUS,IS 250 4X2,FSPORT,4DSN,6G,A,19579,37,1,4905686,25800,2017-01-10
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,37134,28,1,4905686,22200,2017-01-10
FAAO,2015,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,18488,30,2,4905686,17000,2017-01-10
RAA,2010,GOLD,LEXUS,HS 250H,PREMIUM,4DSN,4H,A,65602,33,1,5191775,11600,2017-01-10
OAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,21790,33,2,4905686,15900,2017-01-10
FAAO,2015,GREY,LEXUS,RC 350 AWD,NONE,COUP,6CY,A,18356,48,1,5256396,37000,2017-01-10
DALA,2015,BLACK,LEXUS,RX 350 AWD,CRAFT FSPT,SUV,6G,A,33666,40,4,4918814,32400,2017-01-10
BCAA,2014,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,27545,33,1,4905686,16000,2017-01-11
MAAI,2013,BROWN,LEXUS,ES 300H,HYBRID,4DSN,4H,A,56736,36,1,4905686,22600,2017-01-11
MAAI,2014,GRAY,LEXUS,ES 300H,HYBRID,4DSN,4H,A,18594,38,1,4905686,23900,2017-01-11
NADE,2006,SILVER,LEXUS,IS 250 AWD,AUTO,4DSN,6G,A,211337,32,2,5091951,3800,2017-01-11
DALA,2015,WHITE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,12557,41,1,5111396,27600,2017-01-11
KCAA,2013,GRAY,LEXUS,ES 350,4DR SDN,4DSN,6G,A,23664,21,1,5071443,21000,2017-01-11
CADE,2011,WHITE,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,39520,24,1,5342111,11600,2017-01-11
MMAA,2013,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,31867,49,1,5018843,15400,2017-01-11
NADE,2013,RED,LEXUS,ES 350,4DR SDN,4DSN,6G,A,58052,37,1,5071025,16000,2017-01-11
CADE,2010,SILVER,LEXUS,GX 460 4X4,PREMIUM,SUV,8G,A,52940,38,1,5332577,27000,2017-01-11
CADE,2008,SILVER,LEXUS,LS 460,LWB,4DSN,8G,A,94013,42,1,5349375,17000,2017-01-11
CADE,2011,BLACK,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,55433,35,1,5138273,11500,2017-01-11
SDAA,2015,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,20023,36,2,4905686,17700,2017-01-11
SDAA,2013,BROWN,LEXUS,CT 200H,HYBRID,4DSN,4H,A,38661,26,1,4905686,13800,2017-01-11
SDAA,2014,BROWN,LEXUS,CT 200H,HYBRID,4DSN,4H,A,29800,26,1,4905686,14600,2017-01-11
MMAA,2014,WHITE,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,31219,41,1,4905686,31200,2017-01-11
MMAA,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,45765,38,1,4905686,21300,2017-01-11
NASH,2013,BLACK,LEXUS,ES 350,4DR SDN,4DSN,6G,A,47275,41,1,4905686,19500,2017-01-11
NASH,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,33392,28,6,4905686,21600,2017-01-11
NASH,2014,RED,LEXUS,CT 200H,HYBRID,4DSN,4H,A,34782,35,2,4905686,15700,2017-01-11
FAAO,2015,SILVER,LEXUS,GS 350 4X2,FSPORT,4DSN,6G,A,27006,40,1,4905686,31100,2017-01-11
FAAO,2014,BLACK,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,30120,40,1,4905686,29400,2017-01-11
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,16107,35,1,4905686,25900,2017-01-11
FAAO,2015,RED,LEXUS,CT 200H,HYBRID,4DSN,4H,A,8478,41,1,4905686,19000,2017-01-11
FAAO,2015,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,13915,43,1,4905686,19500,2017-01-11
FAAO,2015,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,14092,43,1,4905686,18500,2017-01-11
FAAO,2015,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,24945,41,1,4905686,18500,2017-01-11
FAAO,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,35833,36,1,4905686,15800,2017-01-11
FAAO,2015,SILVER,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,20733,39,1,4905686,24900,2017-01-11
FAAO,2015,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,21648,39,1,4905686,24100,2017-01-11
FAAO,2015,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,31873,40,1,4905686,24800,2017-01-11
FAAO,2014,WHITE,LEXUS,IS 250 4X2,FSPORT,4DSN,6G,A,38502,41,1,4905686,23200,2017-01-11
BCAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,20379,39,2,4905686,17500,2017-01-11
RAA,2016,SILVER,LEXUS,GX 460,LUXURY,SUV,8G,A,45738,39,4,4902618,47900,2017-01-11
MAA,2007,BLACK,LEXUS,LS 460,LWB,4DSN,8G,A,143572,29,1,5157272,10599,2017-01-11
WPBA,2011,WHITE,LEXUS,CT 200H,PREMIUM,4DSN,4H,A,53645,35,1,5396457,12200,2017-01-12
THAA,2013,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22245,28,1,4905686,15800,2017-01-12
TAA,2013,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,79085,47,5,5135172,17000,2017-01-12
RAA,2013,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,31989,41,1,4905686,18000,2017-01-12
RAA,2014,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22052,35,1,4905686,17000,2017-01-12
RAA,2014,BROWN,LEXUS,CT 200H,HYBRID,4DSN,4H,A,13637,41,1,4905686,19500,2017-01-12
RAA,2015,SILVER,LEXUS,ES 300H,HYBRID,4DSN,4H,A,30283,33,1,4905686,26250,2017-01-12
RAA,2015,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,14887,32,1,4905686,18500,2017-01-12
RAA,2014,RED,LEXUS,CT 200H,HYBRID,4DSN,4H,A,6437,25,1,4905686,19250,2017-01-12
RAA,2015,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,16372,38,1,4905686,18500,2017-01-12
RAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,43640,29,2,4905686,14750,2017-01-12
RAA,2013,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,27840,24,1,4905686,14750,2017-01-12
RAA,2015,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,13602,37,3,4905686,18250,2017-01-12
RAA,2015,GRAY,LEXUS,CT 200H,HYBRID,4DSN,4H,A,13996,28,4,4905686,18800,2017-01-12
RAA,2014,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,32851,36,1,4905686,16750,2017-01-12
RAA,2014,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,19621,41,1,4905686,16750,2017-01-12
RAA,2015,GRAY,LEXUS,ES 300H,HYBRID,4DSN,4H,A,14022,29,3,4905686,27000,2017-01-12
MAA,2013,GRAPHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,23041,47,3,5042109,23500,2017-01-12
LMAA,2013,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,47150,20,1,5001734,15400,2017-01-13
CADE,2013,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,50235,39,1,5088447,14750,2017-01-13
MAA,2015,WHITE,LEXUS,GX 460,LUXURY,SUV,8G,A,21418,46,2,5011813,46500,2017-01-13
MAA,2013,BROWN,LEXUS,ES 350,4DR SDN,4DSN,6G,A,40087,29,1,5028236,19000,2017-01-13
AAA,2015,BLACK,LEXUS,IS 250 4X2,SPORT,4DSN,6G,A,38360,35,2,4905686,23100,2017-01-16
AAA,2013,GREY,LEXUS,LS 460 AWD,L,4DSN,8G,A,44623,34,3,4905686,35200,2017-01-16
BCAA,2014,GRAY,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,50340,39,4,4905686,24900,2017-01-16
BCAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22754,41,1,4905686,17800,2017-01-16
FAAO,2015,GRAY,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,10651,41,3,4905686,32000,2017-01-16
FAAO,2014,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,33678,24,1,4905686,25000,2017-01-16
FAAO,2014,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,47935,22,1,4905686,20000,2017-01-16
FAAO,2015,RED,LEXUS,CT 200H,HYBRID,4DSN,4H,A,8117,45,1,4905686,23600,2017-01-16
FAAO,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,22885,34,1,4905686,16100,2017-01-16
FAAO,2013,BLACK,LEXUS,LS 460 4X2,L,4DSN,8G,A,12682,27,1,4905686,41500,2017-01-16
FAAO,2015,GRAY,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,32600,17,2,4905686,19600,2017-01-16
FAAO,2014,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,22560,39,1,4905686,23500,2017-01-16
FAAO,2014,WHITE,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,45812,37,1,4905686,21700,2017-01-16
FAAO,2013,BROWN,LEXUS,ES 300H,HYBRID,4DSN,4H,A,50564,38,1,4905686,22000,2017-01-16
FAAO,2015,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,22584,38,1,4905686,32100,2017-01-16
FAAO,2014,SILVER,LEXUS,ES 300H,HYBRID,4DSN,4H,A,30448,38,1,4905686,25100,2017-01-16
KCAA,2013,BROWN,LEXUS,CT 200H,HYBRID,4DSN,4H,A,32025,35,2,4905686,14900,2017-01-16
KCAA,2014,BLACK,LEXUS,ES 300H,HYBRID,4DSN,4H,A,54274,35,1,4905686,22000,2017-01-16
OAA,2015,WHITE,LEXUS,GS 350 AWD,CRAFTED LN,4DSN,6G,A,7373,49,1,4905686,39400,2017-01-16
OAA,2014,BLACK,LEXUS,IS 350 AWD,F SPORT,4DSN,6G,A,21427,47,1,4905686,29800,2017-01-16
PXAA,2013,GOLD,LEXUS,ES 350,4DR SDN,4DSN,6G,A,26458,32,1,4905686,21500,2017-01-16
PXAA,2014,BLUE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,43427,36,2,4905686,22200,2017-01-16
PXAA,2014,BLUE,LEXUS,ES 300H,HYBRID,4DSN,4H,A,21716,37,1,4905686,25400,2017-01-16
SDAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,23563,24,1,4905686,16100,2017-01-16
SDAA,2014,WHITE,LEXUS,CT 200H,HYBRID,4DSN,4H,A,25220,29,1,4905686,16200,2017-01-16
MAA,2013,GREY,LEXUS,ES 350,4DR SDN,4DSN,6G,A,39452,38,1,4905686,20400,2017-01-16
MAA,2014,SILVER,LEXUS,ES 300H,HYBRID,4DSN,4H,A,28446,40,1,4905686,24600,2017-01-16
FAAO,2013,SILVER,LEXUS,CT 200H,HYBRID,4DSN,4H,A,58007,33,5,5071160,12800,2017-01-17
FAAO,2015,GRAY,LEXUS,GS 350 AWD,F SPORT,4DSN,6G,A,14258,37,3,5071160,30000,2017-01-17
FAAO,2016,SILVER,LEXUS,RC 200T,F SPORT,2DCP,4GT,A,13176,48,1,5071160,34400,2017-01-17
AREN,2013,SILVER,LEXUS,ES 350,4DR SDN,4DSN,6G,A,30393,13,2,4925422,17400,2017-01-17
FAAO,2015,WHITE,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,14032,48,1,5172730,26800,2017-01-17
AAAW,2014,BLACK,LEXUS,GX 460,LUXURY,SUV,8G,A,30750,44,1,4916518,42400,2017-01-17
FAAO,2015,SILVER,LEXUS,IS 350 4X2,F SPORT,4DSN,6G,A,16286,41,2,4905686,31600,2017-01-17
FAAO,2015,SILVER,LEXUS,IS 350 4X2,F SPORT,4DSN,6G,A,19518,44,2,4905686,31900,2017-01-17
FAAO,2015,BLUE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,13964,43,1,4905686,32000,2017-01-17
FAAO,2014,WHITE,LEXUS,IS 350 AWD,F SPORT,4DSN,6G,A,25846,28,1,4905686,28200,2017-01-17
FAAO,2014,BLACK,LEXUS,IS 350 4X2,FSPORT,4DSN,6G,A,30810,34,1,4905686,26800,2017-01-17
FAAO,2014,GRAY,LEXUS,GS 350 4X2,FSPORT,4DSN,6G,A,22376,43,1,4905686,28800,2017-01-17
FAAO,2014,SILVER,LEXUS,IS 350 4X2,F SPORT,4DSN,6G,A,22783,38,2,4905686,26500,2017-01-17
FAAO,2014,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,24328,45,1,4905686,29400,2017-01-17
FAAO,2014,SILVER,LEXUS,IS 350 4X2,FSPORT,4DSN,6G,A,37001,29,1,4905686,25000,2017-01-17
FAAO,2014,GRAY,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,26316,38,1,4905686,28400,2017-01-17
FAAO,2014,SILVER,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,27284,48,1,4905686,29000,2017-01-17
FAAO,2014,WHITE,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,27090,39,1,4905686,28800,2017-01-17
FAAO,2013,BLACK,LEXUS,GS 350 4X2,FSPORT,4DSN,6G,A,35800,36,1,4905686,26000,2017-01-17
FAAO,2014,RED,LEXUS,ES 300H,HYBRID,4DSN,4H,A,24883,19,1,4905686,23000,2017-01-17
FAAO,2015,SILVER,LEXUS,IS 250 4X2,FSPORT,4DSN,6G,A,20439,36,1,4905686,24000,2017-01-17
FAAO,2015,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,25543,35,1,4905686,23200,2017-01-17
FAAO,2014,BLACK,LEXUS,IS 250 4X2,F SPORT,4DSN,6G,A,13488,24,1,4905686,22000,2017-01-17
FAAO,2013,WHITE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,48459,42,1,4905686,20700,2017-01-17
FAAO,2013,RED,LEXUS,ES 350,4DR SDN,4DSN,6G,A,50949,33,1,4905686,19300,2017-01-17
FAAO,2013,BLUE,LEXUS,ES 350,4DR SDN,4DSN,6G,A,82597,13,2,4905686,13300,2017-01-17
OAA,2014,SILVER,LEXUS,GS 350 4X2,F SPORT,4DSN,6G,A,20836,35,1,4905686,28300,2017-01-17
BCAA,2015,BLACK,LEXUS,CT 200H,HYBRID,4DSN,4H,A,19101,41,2,4905686,17800,2017-01-18
BCAA,2013,GRAY,LEXUS,RX 350 AWD,F SPORT,SUV,6G,A,47316,36,1,4920442,26500,2017-01-18
