auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
MAA,2012,BLUE,LANDROVER,LR4 LUX,LUX,4SUV,8G,A,47847,31,4,5321988,31250,2017-01-02
NADE,2012,SILVER,LANDROVER,RR HSE,HSE,4SUV,8G,A,51691,37,3,4996436,31300,2017-01-02
FAAO,2014,WHITE,LANDROVER,RANGE R SPT V6,SE,SUV,6ET,A,31977,42,1,4910280,51000,2017-01-03
FAAO,2006,SILVER,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,132829,43,1,4910280,7600,2017-01-03
FAAO,2007,SILVER,LANDROVER,RANGE ROVER,HSE,4CUV,8G,A,137400,0,3,4905200,4500,2017-01-03
RAA,2016,BLACK,LANDROVER,RANGE R SPT V6,V6 SE,SUV,6G,A,12979,44,11,4913289,60500,2017-01-03
SONB,2006,WHITE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,137573,40,1,5074252,7300,2017-01-03
SKYA,2007,SILVER,LANDROVER,RRS HSE,HSE,4CUV,8G,A,84315,35,2,5223793,10000,2017-01-03
RAA,2012,GRAY,LANDROVER,RR HSE,HSE,4SUV,8G,A,87057,50,1,5038618,23500,2017-01-03
AREN,2006,BLACK,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,94635,16,1,5111854,5800,2017-01-03
AREN,2010,SILVER,LANDROVER,RRS HSE,HSE,4SUV,8G,A,118026,19,1,5111328,15300,2017-01-03
AREN,2009,BLUE,LANDROVER,RRS HSE,HSE,4SUV,8G,A,152292,13,1,5394302,7000,2017-01-03
AREN,2010,BLACK,LANDROVER,RRS S/C,SC,4SUV,8G,A,83904,32,1,4985101,13300,2017-01-03
BWAE,2013,GRAY,LANDROVER,RR EVOQUE,PURE PLUS,5DHB,4GT,A,75526,36,2,5048394,21250,2017-01-03
SLAA,2008,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,100217,35,1,5000630,10600,2017-01-03
SKYA,2009,WHITE,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,89889,35,2,4913082,6000,2017-01-03
SKYA,2006,WHITE,LANDROVER,RANGE ROVER,HSE,4CUV,8G,A,122796,19,2,4938000,7300,2017-01-03
AAAI,2006,GRAY,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,105871,27,1,4938080,6100,2017-01-03
AAAI,2006,GRAY,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,108529,27,1,4938080,4600,2017-01-03
RAA,2005,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,139678,22,1,4907573,3100,2017-01-03
BWAE,2012,BROWN,LANDROVER,LR4 HSE7,HSE,4SUV,8G,A,96132,42,2,5390232,19300,2017-01-03
FAAO,2016,GRAY,LANDROVER,RANGE R EVOQUE,SE,5DHB,4GT,A,19384,43,2,4913289,33500,2017-01-03
FAAO,2016,BLACK,LANDROVER,DISCOVERY SPORT,SE,SUV,4GT,A,20226,46,1,4913289,29500,2017-01-03
BWAE,2015,BLACK,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,32151,39,2,4910984,29500,2017-01-03
BWAE,2015,BLACK,LANDROVER,RANGE R EVOQUE,PURE,5DHB,4GT,A,28603,44,1,4910984,29500,2017-01-03
SVAA,2013,SILVER,LANDROVER,RR EVOQUE,PREST PREM,5DHB,4GT,A,32706,43,1,4958500,29000,2017-01-03
BWAE,2009,BLACK,LANDROVER,RRS SC,SC,4CUV,8G,A,69313,34,2,4938321,15000,2017-01-03
GOAA,2002,BLUE,LANDROVER,DISCOVERY,SD,4SUV,8G,A,123721,31,1,5101355,1200,2017-01-03
AAA,2006,WHITE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,151834,33,4,5381360,5300,2017-01-03
AAA,2006,BLUE,LANDROVER,LR3 V8,HSE,4SUV,8G,A,127358,34,1,5009532,7200,2017-01-03
OAA,2013,GREY,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,30778,49,2,5139098,37800,2017-01-03
SAAA,2015,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6G,A,27636,42,2,5090594,58500,2017-01-03
SVAA,2008,WHITE,LANDROVER,RANGE ROVER,SC,4CUV,8G,A,84349,35,1,5352065,12700,2017-01-03
DAA,2011,RED,LANDROVER,LR4 HSE7 LUX,LUX,4SUV,8G,A,99918,37,3,4918814,16000,2017-01-03
FAAO,2016,GRAY,LANDROVER,RANGE R SPT V6,V6 HSE,SUV,6G,A,19897,48,1,4997476,66000,2017-01-03
RAA,2016,BLACK,LANDROVER,DISCOVERY SPORT,SE,SUV,4GT,A,19728,42,15,4913289,30000,2017-01-03
SCAA,2013,BLACK,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,34907,20,1,4900557,28750,2017-01-03
SVAA,2010,BLACK,LANDROVER,RR S/C,SC,4SUV,8G,A,111297,30,3,5352065,7100,2017-01-03
SVAA,2007,BLUE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,135580,20,2,4920671,3500,2017-01-03
BWAE,2002,TAN,LANDROVER,FREELANDER,SE,4CUV,6G,A,95484,10,1,4938270,250,2017-01-03
DAA,2002,BLUE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,148529,0,1,5341538,300,2017-01-03
SCAA,2003,RED,LANDROVER,FREELANDER,S,4CUV,6G,A,161875,20,1,4969053,400,2017-01-03
MAA,2013,WHITE,LANDROVER,RR EVOQUE,PURE PLUS,5DHB,4GT,A,40582,32,3,4997476,26600,2017-01-03
MAA,2013,BLUE,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,38285,24,2,4997476,33500,2017-01-03
CADE,2008,WHITE,LANDROVER,RANGE ROVER,SC,4SUV,8G,A,149631,35,2,5068971,10900,2017-01-04
FAAO,2011,BLACK,LANDROVER,RRS HSE LUX,HSE LUX,4SUV,8G,A,58529,44,1,4910280,26100,2017-01-04
NADE,2011,BLACK,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,108279,30,1,5082312,8500,2017-01-04
CADE,2003,SILVER,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,107641,20,1,5023677,3900,2017-01-04
SAAA,2013,BLACK,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,58121,41,1,5292394,31600,2017-01-04
SDAA,2006,GRAY,LANDROVER,RANGE ROVER,SC,4SUV,8G,A,152184,27,1,5368629,7000,2017-01-04
CADE,2006,GRAY,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,109242,19,1,4925665,5500,2017-01-04
DAA,2013,BLACK,LANDROVER,RR EVOQUE,PURE PREM,5DHB,4GT,A,50457,41,1,5020361,25200,2017-01-04
DAA,2010,BLACK,LANDROVER,RRS HSE,HSE,4SUV,8G,A,125993,34,3,5002082,16800,2017-01-04
MAAI,2010,BLACK,LANDROVER,RRS S/C,SC,4SUV,8G,A,95030,24,1,4900557,15000,2017-01-04
NOAA,2013,BLACK,LANDROVER,RR EVOQUE,PREST PREM,5DHB,4GT,A,88618,41,4,5020777,23600,2017-01-04
SDAA,2006,SILVER,LANDROVER,RANGE ROVER,SC,4CUV,8G,A,98084,40,1,5195223,11600,2017-01-04
BAA,2011,GRAY,LANDROVER,RRS HSE,HSE,4SUV,8G,A,53643,34,5,5035968,24000,2017-01-04
KCAA,2016,SILVER,LANDROVER,DISCOVERY SPORT,HSE,SUV,4GT,A,2772,50,1,5181187,36750,2017-01-04
NADE,2012,RED,LANDROVER,LR4 HSE7,HSE,4SUV,8G,A,58707,47,2,5392744,26750,2017-01-04
UAA,2008,SILVER,LANDROVER,LR3 V8,HSE,4SUV,8G,A,100775,20,4,5265676,11100,2017-01-04
BCAA,2008,SILVER,LANDROVER,RRS HSE,HSE,4CUV,8G,A,111930,37,3,5087313,11000,2017-01-04
BCAA,2015,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6G,A,16094,42,1,4997069,64500,2017-01-04
CADE,2008,BLACK,LANDROVER,LR2,SE,4SUV,6G,A,93193,17,1,5060471,4200,2017-01-04
DALA,2013,WHITE,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,58057,41,1,5062799,30800,2017-01-04
NADE,2014,SILVER,LANDROVER,RANGE R SPT V6,SE,SUV,6ET,A,32964,49,1,5071025,49250,2017-01-04
NADE,2011,WHITE,LANDROVER,RRS HSE,HSE,4SUV,8G,A,71029,41,1,5183687,22500,2017-01-04
CADE,2013,BLACK,LANDROVER,LR4,LUXURY,SUV,8G,A,44205,39,1,5198352,37000,2017-01-04
CADE,2008,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,119192,30,2,5345852,9500,2017-01-04
CADE,2015,RED,LANDROVER,DISCOVERY SPORT,SE,SUV,4GT,A,32583,42,1,5035767,26250,2017-01-04
CADE,2011,BLACK,LANDROVER,LR4 HSE7,HSE,4SUV,8G,A,78581,35,1,5379058,18250,2017-01-04
CADE,2011,BROWN,LANDROVER,RR S/C,SC,4SUV,8G,A,59932,38,1,5159433,29500,2017-01-04
SAAA,2011,GREEN,LANDROVER,LR4 HSE7,HSE,4SUV,8G,A,86040,42,2,5062799,19800,2017-01-04
SAAA,2011,GRAY,LANDROVER,LR4 HSE7 LUX,LUX,4SUV,8G,A,79116,41,1,5062799,20500,2017-01-04
BCAA,1995,WHITE,LANDROVER,RANGE ROVER,COUNTY,4MPV,8G,A,162765,20,1,5403715,3800,2017-01-04
GOAA,2006,SILVER,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,111285,16,3,4938080,3200,2017-01-04
NASH,2008,BLUE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,92093,36,2,5258127,14500,2017-01-04
NASH,2013,GRAY,LANDROVER,RR EVOQUE,DYNAM PREM,5DHB,4GT,A,47774,45,1,5258127,30900,2017-01-04
CADE,2012,SILVER,LANDROVER,LR4 HSE7,HSE,4SUV,8G,A,92591,42,3,5277651,21500,2017-01-04
GOAA,2005,BLACK,LANDROVER,LR3 V8,SE,4SUV,8G,A,115907,22,1,4925422,4100,2017-01-04
KCAA,2012,BLACK,LANDROVER,LR4 LUX,LUX,4SUV,8G,A,86778,27,1,4993796,22500,2017-01-04
CADE,2014,BLACK,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,36734,41,1,4924920,50750,2017-01-04
CADE,2008,BLACK,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,158894,25,1,4924905,6000,2017-01-04
CADE,2007,BLUE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,125867,29,3,4916955,6500,2017-01-04
DALA,2016,WHITE,LANDROVER,RANGE ROVER V6,HSE,SUV,6G,A,86,46,1,5323965,94000,2017-01-04
DALA,2003,BLACK,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,69783,35,1,5002063,8300,2017-01-04
NADE,2008,BLACK,LANDROVER,RRS HSE,HSE,4CUV,8G,A,131643,31,1,4997069,7700,2017-01-04
NADE,2008,BLACK,LANDROVER,RRS HSE,HSE,4CUV,8G,A,124793,38,2,5028947,9300,2017-01-04
AAA,2014,WHITE,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,26670,47,1,5372193,30800,2017-01-04
AAA,2015,SILVER,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,13350,48,1,5372193,34000,2017-01-04
AAA,2016,WHITE,LANDROVER,RANGE ROVER V6,HSE,SUV,6G,A,5779,50,1,5289308,96000,2017-01-04
AAA,2016,WHITE,LANDROVER,RANGE R SPT V8,SUPERCHARG,SUV,8G,A,6854,50,1,5289308,82200,2017-01-04
AAA,2011,WHITE,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,76305,34,1,5172506,24800,2017-01-04
AAA,2008,GREY,LANDROVER,LR2,HSE,4SUV,6G,A,111810,34,1,4995572,5700,2017-01-04
AAA,2016,BLACK,LANDROVER,RANGE ROVER V6,DIESEL HSE,SUV,6DT,A,4616,49,1,5001696,87000,2017-01-04
AAA,2011,BLACK,LANDROVER,RR HSE,HSE,4SUV,8G,A,88984,24,3,5177233,19200,2017-01-04
AAA,2014,BLACK,LANDROVER,RANGE R SPT V8,SUPERCHARG,SUV,8ET,A,30563,29,1,5000741,58500,2017-01-04
AAA,2016,GREY,LANDROVER,LR4,HSE,SUV,6G,A,3132,50,1,5193615,56000,2017-01-04
AAA,2013,BLACK,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,44021,44,1,5134742,38200,2017-01-04
AAA,2013,BLACK,LANDROVER,RR EVOQUE,PURE PREM,5DHB,4GT,A,57114,40,1,4997476,24000,2017-01-04
AAA,2013,WHITE,LANDROVER,RR EVOQUE,PURE PREM,5DHB,4GT,A,27679,44,1,4997476,30600,2017-01-04
AAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,40974,41,1,4997476,38000,2017-01-04
AAA,2014,GREY,LANDROVER,RANGE ROVER V8,SC,SUV,8ET,A,51632,36,2,4997476,63000,2017-01-04
AAA,2013,BLACK,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,27896,44,1,4997476,37600,2017-01-04
AAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,36360,34,1,4997476,37800,2017-01-04
AAA,2013,BLACK,LANDROVER,RR EVOQUE,PURE,5DHB,4GT,A,36044,34,1,4997476,24600,2017-01-04
AAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,27794,35,1,4997476,38400,2017-01-04
AAA,2013,SILVER,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,47780,39,1,4997476,37000,2017-01-04
AAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,74772,23,1,4997476,28400,2017-01-04
AAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,24605,35,1,4997476,41800,2017-01-04
AAA,2006,BLACK,LANDROVER,RANGE ROVER,SC,4SUV,8G,A,142823,26,1,4997476,5600,2017-01-04
DAA,2008,BLACK,LANDROVER,LR3 V8,SE,4SUV,8G,A,84707,43,1,5388986,12600,2017-01-04
DAA,2007,BLACK,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,49229,44,1,5388986,16200,2017-01-04
SVAA,2010,BLACK,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,109844,37,2,5006124,8100,2017-01-04
AAA,2013,GREY,LANDROVER,LR4,LUXURY,SUV,8G,A,48867,50,3,5012417,35500,2017-01-04
MAA,2013,BLACK,LANDROVER,LR4,HSE,SUV,8G,A,56687,46,1,5020459,31600,2017-01-04
SAAA,2014,WHITE,LANDROVER,RANGE ROVER V8,SC AUTOBIO,SUV,8ET,A,33294,45,1,5292394,85700,2017-01-04
SVAA,2014,BLACK,LANDROVER,RANGE R EVOQUE,PURE PREM,5DHB,4GT,A,36173,49,1,5205682,30000,2017-01-04
AAA,2011,WHITE,LANDROVER,RRS S/C,SC,4SUV,8G,A,74955,35,1,4995547,23000,2017-01-04
FAA,2004,BLUE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,100121,13,2,4903763,1400,2017-01-04
GOAA,2004,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,137473,10,4,4997238,1300,2017-01-04
NADE,2006,WHITE,LANDROVER,RANGE ROVER,HSE,4CUV,8G,A,135789,10,1,4923229,2500,2017-01-04
NADE,2003,BLACK,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,114730,25,2,5055650,2200,2017-01-04
NSAA,2011,BLACK,LANDROVER,RRS HSE LUX,HSE LUX,4SUV,8G,A,92660,34,5,5027157,19500,2017-01-05
NSAA,2011,BALTIC B,LANDROVER,RR HSE,HSE,4SUV,8G,A,95439,45,1,5027157,19000,2017-01-05
SCAA,2004,SILVER,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,122931,0,4,4939271,2000,2017-01-05
THAA,2008,RED,LANDROVER,LR2,SE,4SUV,6G,A,96445,28,2,5375203,5700,2017-01-05
THAA,2009,BLACK,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,108117,29,1,5151726,5400,2017-01-05
THAA,2009,WHITE,LANDROVER,RR SC,SC,4SUV,8G,A,141896,37,1,5151540,11000,2017-01-05
THAA,2009,BLACK,LANDROVER,RR HSE,HSE,4SUV,8G,A,79355,29,1,5226796,15800,2017-01-05
THAA,2012,WHITE,LANDROVER,RR S/C,SC,4SUV,8G,A,87631,39,1,5151726,17300,2017-01-05
THAA,2011,BROWN,LANDROVER,RR HSE,HSE,4SUV,8G,A,55766,35,1,5151726,25500,2017-01-05
WPBA,2016,WHITE,LANDROVER,DISCOVERY SPORT,SE,SUV,4GT,A,19954,46,1,4913289,29800,2017-01-05
DFWA,2005,WHITE,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,138159,41,1,5396320,5500,2017-01-05
EDMO,2009,BLUE,LANDROVER,RRS HSE,HSE,4SUV,8G,A,112335,20,1,5320788,15000,2017-01-05
JAX,2006,BLACK,LANDROVER,RANGE ROVER,SC,4SUV,8G,A,97070,13,1,4985015,5000,2017-01-05
WPBA,2011,GOLD,LANDROVER,RR S/C,SC,4SUV,8G,A,49740,44,1,5352169,33200,2017-01-05
WPBA,2015,WHITE,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,17312,45,1,5352169,34600,2017-01-05
WPBA,2011,BLACK,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,80820,44,1,5352169,24400,2017-01-05
WPBA,2014,BLACK,LANDROVER,RANGE R EVOQUE,PURE,5DHB,4GT,A,69917,50,1,5352169,22000,2017-01-05
WPBA,2006,BLACK,LANDROVER,RANGE ROVER,HSE,4CUV,8G,A,100854,34,1,5352169,10400,2017-01-05
WPBA,2013,SILVER,LANDROVER,RANGE R SPT,HSE GT LE,SUV,8G,A,27932,36,1,5352169,35600,2017-01-05
WPBA,2012,BROWN,LANDROVER,RR S/C,SC,4SUV,8G,A,76870,47,1,5352169,27600,2017-01-05
AAA,2009,SILVER,LANDROVER,RRS SC,SC,4CUV,8G,A,74771,28,2,5289308,15500,2017-01-05
DAAE,2013,BLACK,LANDROVER,LR2,HSE,SUV,4GT,A,72871,35,2,5271128,13000,2017-01-05
DFWA,2012,WHITE,LANDROVER,RRE PRES PRM,PREST PREM,5DHB,4GT,A,63652,41,1,5038646,25400,2017-01-05
SCAA,2009,TAN,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,97936,39,2,5033211,7800,2017-01-05
SCAA,2005,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,139836,38,1,5033211,5000,2017-01-05
THAA,2005,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,118307,26,1,5111602,5500,2017-01-05
WPBA,2016,BLACK,LANDROVER,RANGE R SPT V8,V8 DYNAMIC,SUV,8G,A,7338,41,1,5091839,79200,2017-01-05
WPBA,2011,COPPER,LANDROVER,LR4 HSE7 LUX,LUX,4SUV,8G,A,89339,41,1,5276840,21200,2017-01-05
THAA,2013,BLACK,LANDROVER,LR2,HSE LUX,SUV,4GT,A,58109,39,1,5269116,24000,2017-01-05
AAA,2006,SILVER,LANDROVER,RANGE ROVER,SC,4CUV,8G,A,69128,44,1,5097996,14900,2017-01-05
MAA,2012,WHITE,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,56314,33,2,4902052,32000,2017-01-05
OMAA,2009,BLACK,LANDROVER,LR2 HSE,HSE,4SUV,6G,A,117199,36,2,5021744,4000,2017-01-05
AAA,2009,WHITE,LANDROVER,RR HSE,HSE,4SUV,8G,A,124922,35,2,4995572,12200,2017-01-05
MAA,2015,BLUE,LANDROVER,RANGE ROVER V6,HSE,SUV,6G,A,20076,44,1,5042109,72500,2017-01-05
MAA,2012,WHITE,LANDROVER,RRS HSE,HSE,4SUV,8G,A,43511,44,1,5042109,30750,2017-01-05
WPBA,2003,SILVER,LANDROVER,FREELANDER,HSE,4CUV,6G,A,78510,28,1,5377954,1600,2017-01-05
AAA,2011,BLACK,LANDROVER,RRS S/C,SC,4SUV,8G,A,72067,39,2,5298979,22300,2017-01-05
CINA,2008,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,105068,32,1,5258137,12500,2017-01-05
FAA,2008,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,114690,21,1,5039725,12000,2017-01-05
MAA,2013,BLACK,LANDROVER,RR EVOQUE,DYNAM PREM,5DHB,4GT,A,28689,42,1,5011813,32900,2017-01-05
MAA,2013,GREY,LANDROVER,LR4,HSE,SUV,8G,A,28523,45,2,5011813,39250,2017-01-05
MAA,2015,BLACK,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,13636,37,1,5011813,35300,2017-01-05
MAA,2014,BLACK,LANDROVER,RANGE R SPT V8,AUTOBIOGRA,SUV,8ET,A,32832,44,1,5011813,67500,2017-01-05
MAA,2011,BLACK,LANDROVER,RRS S/C,SC,4SUV,8G,A,46329,38,1,5011813,28250,2017-01-05
MAA,2016,BLACK,LANDROVER,RANGE R SPT V8,V8 SVR,SUV,8G,A,3941,48,1,5011813,106000,2017-01-05
MAA,2014,WHITE,LANDROVER,RANGE R SPT V8,AUTOBIOGRA,SUV,8ET,A,31038,44,1,5073302,67750,2017-01-05
MAA,2014,BLACK,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,21063,31,1,5073302,53500,2017-01-05
MAA,2014,GREEN,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,45539,36,1,5073302,50000,2017-01-05
WPBA,2015,BLACK,LANDROVER,RANGE R EVOQUE,PURE,5DHB,4GT,A,31804,38,3,5394595,25800,2017-01-05
AAA,2010,SILVER,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,92953,42,1,5387534,16800,2017-01-05
MAA,2015,WHITE,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,21064,44,1,5122865,34500,2017-01-05
MAA,2014,SILVER,LANDROVER,LR4,LUXURY,SUV,6G,A,48512,39,1,5122865,39750,2017-01-05
MAA,2012,BLUE,LANDROVER,RRS HSE,HSE,4SUV,8G,A,44349,33,1,5122865,25000,2017-01-05
MAA,2011,WHITE,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,78771,41,1,5122865,26300,2017-01-05
MAA,2013,WHITE,LANDROVER,RR EVOQUE,PURE PLUS,5DHB,4GT,A,20836,48,2,5216574,31000,2017-01-05
MAA,2013,WHITE,LANDROVER,RR EVOQUE,PURE,5DHB,4GT,A,20762,47,1,5216574,27250,2017-01-05
MAA,2014,SILVER,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,17286,41,1,5216574,29000,2017-01-05
MAA,2014,COPPER,LANDROVER,RANGE R EVOQUE,PURE,5DHB,4GT,A,22917,46,1,5216574,29500,2017-01-05
MAA,2014,BLACK,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,28499,40,1,5216574,53000,2017-01-05
MAA,2014,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,36272,46,1,5216574,54500,2017-01-05
MAA,2014,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,44704,36,1,5216574,53250,2017-01-05
MAA,2015,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6G,A,20107,38,2,5216574,62000,2017-01-05
MAA,2015,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6G,A,26315,37,1,5216574,60000,2017-01-05
MAA,2010,BLUE,LANDROVER,LR4 HSE7 PLU,HSE,4SUV,8G,A,64748,46,1,5020459,22000,2017-01-05
SCAA,2005,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,111444,42,1,5045132,5200,2017-01-05
PXAA,2009,BLACK,LANDROVER,RRS HSE,HSE,4CUV,8G,A,97680,27,1,4900557,13800,2017-01-05
DFWA,2004,GREEN,LANDROVER,RANGE ROVER,HSE,4SUV,8G,A,111883,21,1,4982855,3000,2017-01-05
MAA,2011,BLACK,LANDROVER,RRS S/C,SC,4SUV,8G,A,49421,47,1,5372193,30750,2017-01-05
MAA,2014,WHITE,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,18164,44,1,5372193,34000,2017-01-05
MAA,2014,BLACK,LANDROVER,RANGE ROVER V8,SC,SUV,8ET,A,17523,39,1,5372193,71500,2017-01-05
MAA,2014,SILVER,LANDROVER,RANGE ROVER V8,SC,SUV,8ET,A,25549,37,2,5372193,71500,2017-01-05
MAA,2015,GREEN,LANDROVER,RANGE R EVOQUE,PURE PLUS,5DHB,4GT,A,39696,44,2,5372193,29000,2017-01-05
MAA,2015,WHITE,LANDROVER,RANGE R SPT V6,HSE,SUV,6G,A,34765,43,1,5372193,58250,2017-01-05
AAA,2011,WHITE,LANDROVER,RR HSE LUX,HSE LUX,4SUV,8G,A,62942,37,1,4904098,27200,2017-01-05
DETA,2013,GRAY,LANDROVER,LR4,HSE,SUV,8G,A,53410,50,1,5096225,33000,2017-01-05
FAA,2013,BLACK,LANDROVER,RR EVOQUE,PURE PREM,5DHB,4GT,A,63286,41,1,5159575,22700,2017-01-05
THAA,2008,BROWN,LANDROVER,RANGE ROVER,SC,4CUV,8G,A,120931,44,1,5050326,11900,2017-01-05
SCAA,2006,BLACK,LANDROVER,LR3 V8,SE,4SUV,8G,A,121904,23,1,4938321,3700,2017-01-05
GCAA,2013,WHITE,LANDROVER,RANGE R SPT,HSE LUX,SUV,8G,A,43248,41,6,5269154,28800,2017-01-05
THAA,2008,BLACK,LANDROVER,RRS HSE,HSE,4CUV,8G,A,81239,29,1,5269621,14000,2017-01-05
FAAO,2016,SILVER,LANDROVER,DISCOVERY SPORT,SE,SUV,4GT,A,5572,47,1,4916435,32900,2017-01-05
GCAA,2012,SILVER,LANDROVER,RR S/C,SC,4SUV,8G,A,76054,42,1,5310774,23500,2017-01-05
NASH,2016,GRAY,LANDROVER,RANGE ROVER V8,SUPERCHARG,SUV,8G,A,8787,50,1,5258127,98500,2017-01-05
WPBA,2014,ORANGE,LANDROVER,RANGE R SPT V6,HSE,SUV,6ET,A,32516,44,3,5103679,52500,2017-01-05
RAA,2013,RED,LANDROVER,LR4,LUXURY,SUV,8G,A,38733,37,3,4970472,33900,2017-01-05
AYCA,2010,WHITE,LANDROVER,RRS HSE LUX,HSE LUX,4SUV,8G,A,122209,30,2,4918814,15700,2017-01-05
LMAA,2011,GRAY,LANDROVER,RR S/C,SC,4SUV,8G,A,69996,43,1,5314023,26400,2017-01-06
NVAA,2015,RED,LANDROVER,DISCOVERY SPORT,HSE,SUV,4GT,A,15323,45,2,5393590,35500,2017-01-06
LMAA,2007,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,105782,41,1,5212733,10900,2017-01-06
NVAA,2013,BLACK,LANDROVER,RR EVOQUE,PURE PLUS,5DHB,4GT,A,39734,37,1,5288532,27000,2017-01-06
NVAA,2008,SILVER,LANDROVER,RRS HSE,HSE,4CUV,8G,A,89867,41,1,5341495,14000,2017-01-06
LMAA,2008,WHITE,LANDROVER,RRS HSE,HSE,4CUV,8G,A,134393,40,1,5094246,8800,2017-01-06
NVAA,2011,BLACK,LANDROVER,RR HSE,HSE,4SUV,8G,A,76649,38,1,5106754,24000,2017-01-06
NVAA,2008,WHITE,LANDROVER,LR2,SE,4SUV,6G,A,94733,22,1,4938321,4600,2017-01-06
NVAA,2006,BLACK,LANDROVER,RANGE ROVER,SC,4SUV,8G,A,120896,0,1,4938000,6500,2017-01-06
NVAA,2013,BLACK,LANDROVER,RANGE R SPT,HSE,SUV,8G,A,47819,35,1,4900557,32750,2017-01-06
