auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
AYCA,2004,BLUE,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,42583,27,1,4998120,14000,2017-01-02
LMAA,2007,MAROON,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,36658,34,1,5024246,18000,2017-01-03
RAA,2015,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7422,44,5,4903227,48000,2017-01-03
RAA,2015,RED,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,12293,37,5,4903227,47500,2017-01-03
BCAA,2011,MAROON,MASERATI,GRANTURISMO,S,2DCP,8G,A,15886,35,1,4997069,45500,2017-01-04
NADE,2007,GRAY,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,92888,33,1,5392682,11800,2017-01-04
AAA,2013,GREY,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,30332,30,1,4904222,51200,2017-01-04
AAA,2014,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,25721,50,1,4904222,43400,2017-01-04
CADE,2007,BLACK,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,58771,13,1,5106137,11750,2017-01-04
AAA,2016,BLACK,MASERATI,GRANTURISMO,MC,2DCV,8G,A,3078,49,1,4903227,87000,2017-01-04
WPBA,2014,SILVER,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,22992,36,11,4919311,40000,2017-01-05
MAA,2013,RED,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,20316,45,1,4904222,79500,2017-01-05
NWE,2008,WHITE,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,53006,32,1,5039371,17000,2017-01-05
WPBA,2011,BLACK,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,8888,34,2,5091839,43400,2017-01-05
MAA,2006,BLACK,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,46564,29,1,5321770,6000,2017-01-05
GCAA,2005,SILVER,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,31526,41,4,5310774,13750,2017-01-05
MAA,2016,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,827,49,2,4900557,58000,2017-01-05
GCAA,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,33896,35,1,4904222,40400,2017-01-05
CAAI,2007,BLACK,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,43378,29,2,5343785,18000,2017-01-05
NVAA,2008,SILVER,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,36382,35,2,5341495,24000,2017-01-06
MAA,2005,BLUE,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,29176,35,1,5129566,16500,2017-01-06
MAA,2014,GREY,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,23485,50,2,5011813,55500,2017-01-06
MAA,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,3076,44,2,5372193,75500,2017-01-06
DAA,2016,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,6551,40,3,4903227,56750,2017-01-09
DAA,2016,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,5136,40,3,4903227,56500,2017-01-09
DAA,2016,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7237,40,3,4903227,57500,2017-01-09
DAA,2016,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,6791,40,3,4903227,56000,2017-01-09
SSAA,2015,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,5626,39,7,4903227,49250,2017-01-11
GOAA,2011,MAROON,MASERATI,QUATTROPORTE,S,4DSN,8G,A,53047,29,1,4938080,25200,2017-01-11
NADE,2016,RED,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,6302,44,1,4903227,55500,2017-01-11
NADE,2014,SILVER,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,23101,35,1,4904222,40000,2017-01-11
NADE,2014,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,30071,40,1,4904222,40250,2017-01-11
NADE,2015,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,37290,27,1,4904222,44000,2017-01-11
NADE,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,21495,28,1,4904222,46000,2017-01-11
NADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,33564,29,1,4904222,39000,2017-01-11
NADE,2013,NERO (BL,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,10898,37,3,4904222,54000,2017-01-11
NADE,2013,BLACK,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,14196,40,2,4904222,56500,2017-01-11
NADE,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,10493,39,3,4904222,45500,2017-01-11
NADE,2014,TAN,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,26086,34,3,4904222,44250,2017-01-11
NADE,2013,NERO SOL,MASERATI,GRANTURISMO,GTC,2DCV,8G,A,18553,31,3,4904222,58000,2017-01-11
NADE,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,27559,15,1,4904222,36750,2017-01-11
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,32831,37,2,4904222,53500,2017-01-11
NADE,2014,PURPLE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,37803,21,2,4904222,37250,2017-01-11
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,GTC,2DCV,8G,A,29510,29,2,4904222,55000,2017-01-11
NADE,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,42081,38,1,4904222,52000,2017-01-11
NADE,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,29714,36,1,4904222,45500,2017-01-11
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,39054,29,1,4904222,54000,2017-01-11
NADE,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,38822,35,1,4904222,40750,2017-01-11
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,23726,20,2,4904222,54000,2017-01-11
NADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,37419,40,2,4904222,40750,2017-01-11
NADE,2014,WHITE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,32474,29,1,4904222,48750,2017-01-11
NADE,2013,NERO SOL,MASERATI,GRANTURISMO,GTC,2DCV,8G,A,34475,28,2,4904222,53500,2017-01-11
NADE,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,19860,41,1,4904222,47250,2017-01-11
NADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,14142,41,1,4904222,44750,2017-01-11
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,35923,40,1,4904222,54750,2017-01-11
NADE,2014,PURPLE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,30146,27,1,4904222,37250,2017-01-11
NADE,2014,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,16371,35,1,4904222,40500,2017-01-11
NADE,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,25122,27,1,4904222,43500,2017-01-11
NADE,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,23668,34,1,4904222,45000,2017-01-11
NADE,2015,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,22459,23,1,4904222,41750,2017-01-11
NADE,2014,BLUE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,26518,28,2,4904222,43000,2017-01-11
NADE,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,34089,37,1,4904222,45250,2017-01-11
NADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,21999,23,1,4904222,37250,2017-01-11
NADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,5354,39,1,4904222,42000,2017-01-11
NADE,2014,BLUE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,31882,26,1,4904222,41750,2017-01-11
NADE,2015,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,15182,39,1,4904222,49500,2017-01-11
WPBA,2016,BLUE,MASERATI,GHIBLI 4X2,S,4DSN,6GT,A,1031,50,1,5091839,58600,2017-01-12
WPBA,2014,WHITE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,13922,42,1,5091839,53400,2017-01-12
WPBA,2011,BLACK,MASERATI,GRANTURISMO,S,2DCP,8G,A,5494,43,2,5377954,50000,2017-01-12
AAA,2009,BLACK,MASERATI,GRANTURISMO,S,2DCP,8G,A,29308,38,3,5315133,41200,2017-01-12
AAA,2011,GREY,MASERATI,QUATTROPORTE,S,4DSN,8G,A,59213,19,2,4938321,23200,2017-01-12
RAA,2015,TAN,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7503,40,5,4903227,49500,2017-01-12
RAA,2015,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,5926,41,1,4903227,49500,2017-01-12
RAA,2015,GOLD,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,8140,32,1,4903227,47000,2017-01-12
RAA,2013,BLACK,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,33662,50,1,5269988,55000,2017-01-12
RAA,2008,WHITE,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,71153,39,1,5082718,19250,2017-01-12
NVAA,2010,GRAY,MASERATI,QUATTROPORTE,S,4DSN,8G,A,9141,42,2,5341495,38500,2017-01-13
LMAA,2013,GRAY,MASERATI,QUATTROP,S,4DSN,8G,A,39670,48,4,5024246,36000,2017-01-13
MAA,2016,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7047,46,1,5372193,54750,2017-01-13
MAA,2010,GREY,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,33015,36,1,5372193,37000,2017-01-13
MAA,2016,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7360,44,1,5372193,57000,2017-01-13
BWAE,2008,BLUE,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,117731,26,1,5337723,12000,2017-01-17
MAA,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,16333,33,1,5375573,58000,2017-01-17
SAAA,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,36855,38,1,5090594,38250,2017-01-18
BCAA,2006,BLUE,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,60741,26,2,5087313,14100,2017-01-18
DALA,2008,BLACK,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,48828,37,1,5238794,21600,2017-01-18
DALA,2010,BLACK,MASERATI,QUATTROPORTE,S,4DSN,8G,A,32991,38,1,5408248,31000,2017-01-18
DALA,2014,SILVER,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,30176,43,1,4996710,45500,2017-01-18
NADE,2012,BLUE,MASERATI,QUATTROPORTE,S,4DSN,8G,A,44578,31,2,4997069,32000,2017-01-18
GCAA,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,32495,35,1,4904222,41600,2017-01-19
MAA,2016,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,3707,46,1,5011813,55000,2017-01-19
MAA,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,5168,46,3,5011813,47500,2017-01-19
MAA,2015,SILVER,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,15573,43,1,5011813,45500,2017-01-19
MAA,2014,BLUE,MASERATI,QUATTROP 4X2 V8,GTS,4DSN,8GT,A,16325,39,1,5011813,56250,2017-01-19
MAA,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,2252,44,2,4904222,67500,2017-01-19
NVAA,2015,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,8676,43,1,5365968,60750,2017-01-20
MAA,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,20425,33,3,5033711,44000,2017-01-20
CADE,2007,BLACK,MASERATI,QUATTROPORTE,EXECUTIVE,SEDA,8CY,A,86220,28,2,5399773,10600,2017-01-23
OAA,2014,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,31807,43,1,5399654,42500,2017-01-24
RAA,2014,BLACK,MASERATI,GRANTURISMO,MC,2DCV,8G,A,27276,35,7,4918017,69000,2017-01-24
AAAI,2016,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,6899,42,1,4903227,50000,2017-01-24
CADE,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,34853,43,2,5060637,37500,2017-01-25
WPBA,2013,WHITE,MASERATI,GRANTURISMO,CONV,2DCV,8G,A,35405,29,4,4904222,50000,2017-01-25
WPBA,2014,WHITE,MASERATI,GRANTURISMO,MC,2DCV,8G,A,33688,25,1,4904222,63500,2017-01-25
WPBA,2013,BLUE,MASERATI,GRANTURISMO,GT SPORT,2DCP,8G,A,15835,36,3,4904222,54500,2017-01-25
WPBA,2013,BLACK,MASERATI,GRANTURISMO,GT4.7 SPOR,2DCP,8G,A,21893,24,3,4904222,47500,2017-01-25
WPBA,2013,WHITE,MASERATI,GRANTURISMO,MC,2DCP,8G,A,28018,30,2,4904222,57500,2017-01-25
WPBA,2013,BLACK,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,18878,37,2,4904222,55000,2017-01-25
WPBA,2014,BROWN,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,24955,42,1,4904222,42500,2017-01-25
WPBA,2014,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,27068,42,1,4904222,42750,2017-01-25
WPBA,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,34122,41,1,4904222,42500,2017-01-25
WPBA,2013,BLUE,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,13848,37,1,4904222,70500,2017-01-25
WPBA,2014,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,16761,39,1,4904222,61500,2017-01-25
WPBA,2014,BLACK,MASERATI,QUATTROP 4X2 V8,GTS,4DSN,8GT,A,15493,42,1,4904222,52600,2017-01-25
WPBA,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,23069,41,1,4904222,57500,2017-01-25
WPBA,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,36507,44,1,4904222,41000,2017-01-25
WPBA,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,15153,43,1,4904222,37500,2017-01-25
WPBA,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,25019,39,1,4904222,42000,2017-01-25
WPBA,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,17009,43,1,4904222,43500,2017-01-25
WPBA,2014,BLUE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,15225,39,1,4904222,45500,2017-01-25
WPBA,2014,SILVER,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7599,46,1,4904222,46000,2017-01-25
WPBA,2008,WHITE,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,37748,38,1,5177233,25300,2017-01-25
WPBA,2015,BLACK,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,7459,41,1,5300380,78000,2017-01-25
WPBA,2015,MAROON,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,8145,39,1,5091839,58000,2017-01-25
WPBA,2014,BLUE,MASERATI,QUATTROP 4X2 V8,GTS,4DSN,8G,A,16331,44,1,5172730,54500,2017-01-25
WPBA,2009,MAROON,MASERATI,QUATTROPORTE,S,4DSN,8G,A,44410,38,1,5377954,26600,2017-01-25
WPBA,2015,GRAY,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,9529,40,2,5091839,87500,2017-01-26
WPBA,2012,SILVER,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,24163,28,8,5091839,57500,2017-01-26
RAA,2013,BLACK,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,29307,36,1,4904222,44000,2017-01-26
RAA,2013,RED,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,24029,43,3,4904222,63500,2017-01-26
RAA,2013,RED,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,17055,22,3,4904222,53500,2017-01-26
RAA,2013,BLACK,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,8168,35,2,4904222,55000,2017-01-26
RAA,2013,GRAY,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,12869,36,2,4904222,66500,2017-01-26
RAA,2013,SILVER,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,12978,36,2,4904222,65500,2017-01-26
RAA,2013,BLACK,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,30998,32,1,4904222,55500,2017-01-26
RAA,2013,BLACK,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,38317,41,1,4904222,60500,2017-01-26
RAA,2014,BLACK,MASERATI,GRANTURISMO,MC,2DCP,8G,A,26618,43,1,4904222,58500,2017-01-26
RAA,2012,BLACK,MASERATI,QUATTROPORTE,S,4DSN,8G,A,30737,43,1,5337101,29000,2017-01-26
RAA,2008,BLACK,MASERATI,QUATTROPORTE,SPORT GT S,4DSN,8G,A,35921,47,1,5035767,26500,2017-01-26
RAA,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,11344,35,1,5191775,50000,2017-01-26
LMAA,2007,WHITE,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,50980,35,1,5153351,17900,2017-01-27
MAA,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,24713,39,1,5011813,45750,2017-01-27
WPBA,2011,BLUE,MASERATI,GRANTURISMO,SPORT,CONV,8CY,A,29140,34,1,5398789,38000,2017-01-31
AAA,2012,BLACK,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,19832,25,1,5163201,55000,2017-02-01
AAA,2013,WHITE,MASERATI,QUATTROP,S,4DSN,8G,A,29933,37,1,5163201,37200,2017-02-01
WPBA,2015,GRAY,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,14473,40,1,5091839,67500,2017-02-02
WPBA,2005,BLUE,MASERATI,SPYDER,CAMBIOCORS,2DCV,8G,A,19885,36,1,5091839,23600,2017-02-02
GCAA,2008,MAROON,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,66016,20,1,4938321,14500,2017-02-02
MAA,2014,RED,MASERATI,GRANTURISMO,MC,2DCV,8G,A,6368,49,1,5402663,77250,2017-02-02
MAA,2011,BLACK,MASERATI,QUATTROPORTE,S,4DSN,8G,A,30674,49,1,5324144,33250,2017-02-02
MAA,2014,BLACK,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,35227,35,1,5339085,44250,2017-02-02
MAA,2012,BLACK,MASERATI,GRANTURISMO,S,2DCP,8G,A,37385,38,1,5011813,56500,2017-02-02
MAA,2012,GREY,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,44392,37,2,5372193,51000,2017-02-02
MAA,2014,RED,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,23505,37,1,5372193,42750,2017-02-02
AAA,2004,BLACK,MASERATI,SPYDER,CAMBIOCORS,2DCV,8G,A,34683,40,2,5303167,15800,2017-02-06
AAA,2004,BLACK,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,65329,20,3,5097996,6000,2017-02-07
RAA,2013,GRIGIO G,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,28154,33,3,4996436,49200,2017-02-07
RAA,2015,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,10894,41,6,4903227,46500,2017-02-07
RAA,2015,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,12619,39,5,4903227,46500,2017-02-07
SCAA,2003,BLUE,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,15585,30,9,4969053,11750,2017-02-07
SWFL,2011,BLACK,MASERATI,GRANTURISMO,S,2DCP,8G,A,21138,43,1,5051548,42400,2017-02-08
CADE,2005,BLUE,MASERATI,COUPE,GT,2DCP,8G,6,44451,30,2,5092411,12000,2017-02-08
BAA,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,21532,46,1,4903013,44000,2017-02-08
RAA,2006,BLUE,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,39618,27,2,4910280,12500,2017-02-08
DALA,2006,BLACK,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,41058,29,3,4996716,11000,2017-02-08
NADE,2014,WHITE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,14005,44,1,4904222,48000,2017-02-08
NADE,2013,BLUE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,26040,25,4,4904222,47750,2017-02-08
NADE,2013,GRIGIO G,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,28376,39,5,4904222,51000,2017-02-08
NADE,2014,GRAY,MASERATI,GRANTURISMO,MC,2DCV,8G,A,4498,42,1,4904222,82250,2017-02-08
NADE,2013,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,17494,35,3,4904222,57000,2017-02-08
NADE,2013,GRIGIO A,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,20354,26,3,4904222,52500,2017-02-08
NADE,2013,BIANCO E,MASERATI,GRANTURISMO,GTC,2DCV,8G,A,37626,34,2,4904222,50000,2017-02-08
NADE,2014,BLACK,MASERATI,GRANTURISMO,MC,2DCV,8G,A,13212,42,1,4904222,68250,2017-02-08
NADE,2013,GRIGIO T,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,21393,37,1,4904222,56000,2017-02-08
NADE,2014,TAN,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,25369,24,1,4904222,41000,2017-02-08
NADE,2014,PURPLE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,20921,42,1,4904222,44500,2017-02-08
NADE,2014,BLUE,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,32093,26,1,4904222,40500,2017-02-08
RAA,2015,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,7386,44,7,4903227,48000,2017-02-08
RAA,2015,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,9254,44,3,4903227,47250,2017-02-08
AAA,2003,RED,MASERATI,COUPE,CAMBIOCORS,2DCP,8G,A,56301,29,4,5097996,10000,2017-02-09
RAA,2012,WHITE,MASERATI,GRANTURISMO,S,2DCP,8G,A,31240,35,1,5264141,50500,2017-02-09
RAA,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,26129,43,1,5154758,42500,2017-02-09
MAA,2016,BLUE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,10520,48,1,5372193,53800,2017-02-10
RAA,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,13156,43,1,5038618,50500,2017-02-14
AREN,2014,GRAY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,18520,29,1,4905200,39000,2017-02-14
FAAO,2013,GRAY,MASERATI,GRANTURISMO,MC STRADAL,2DCP,8G,A,18986,49,4,5053140,59400,2017-02-14
AAAW,2007,BLACK,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,76093,25,1,4938080,12500,2017-02-14
BIGH,2016,BLACK,MASERATI,GRANTURISMO,MC,2DCV,8G,A,7234,50,6,4903227,85000,2017-02-14
PAA,2016,MAROON,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,1,20,4,4910986,22700,2017-02-14
CADE,2015,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,8492,37,1,5277651,46500,2017-02-15
TBAA,2012,BLUE,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,20268,36,1,5006123,57750,2017-02-15
TBAA,2005,GRAY,MASERATI,SPYDER,CAMBIOCORS,2DCV,8G,A,66464,25,2,5355496,11200,2017-02-16
WPBA,2014,WHITE,MASERATI,GRANTURISMO,MC,2DCP,8G,A,3543,36,1,5091839,70500,2017-02-16
AAA,2014,MAROON,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,87854,43,1,5007195,41000,2017-02-16
MAA,2014,GREY,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,40748,42,1,5216691,43000,2017-02-16
NVAA,2007,WHITE,MASERATI,QUATTROPORTE,EXECULIVE,4DSN,8G,A,40104,35,1,5341495,20750,2017-02-17
CADE,2011,BLUE,MASERATI,QUATTROPORTE,S,4DSN,8G,A,38584,42,3,5364664,29300,2017-02-20
HATA,2007,GRAY,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,20465,28,9,5218421,16700,2017-02-21
INDY,2013,BLACK,MASERATI,QUATTROP,S,4DSN,8G,A,36667,37,2,4937173,32700,2017-02-22
BCAA,2006,BLUE,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,60741,26,1,5087313,12000,2017-02-22
WPBA,2014,WHITE,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,29951,43,1,4904222,37500,2017-02-22
WPBA,2012,GRAY,MASERATI,GRANTURISMO,S,2DCP,8G,A,20855,36,1,5018447,52500,2017-02-22
DALA,2014,TAN,MASERATI,QUATTROP AWD V6,S Q4,4DSN,6GT,A,15278,44,1,4997069,48000,2017-02-22
WPBA,2008,GRAY,MASERATI,QUATTROPORTE,EXEC GT,4DSN,8G,A,50520,38,1,5352162,21600,2017-02-22
WPBA,2015,BROWN,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,235,50,1,5347544,53000,2017-02-22
WPBA,2016,BLACK,MASERATI,GRANTURISMO,MC,2DCV,8G,A,4872,40,1,5325174,118500,2017-02-22
TBAA,2009,BLACK,MASERATI,GRANTURISMO,S,2DCP,8G,A,54047,28,1,5065991,39600,2017-02-23
WPBA,2006,MAROON,MASERATI,QUATTROPORTE,SPORT GT,4DSN,8G,A,34324,22,2,5276220,14300,2017-02-23
TBAA,2012,BLUE,MASERATI,GRANTURISMO,SPORT,2DCV,8G,A,20270,37,1,4993796,57000,2017-02-23
RAA,2012,GRAY,MASERATI,GRANTURISMO,S,2DCP,8G,A,26960,27,17,4907573,40000,2017-02-23
RAA,2016,BLUE,MASERATI,QUATTROP 4X2 V8,GTS,4DSN,8GT,A,2684,49,4,5147306,83000,2017-02-23
RAA,2014,BLACK,MASERATI,GHIBLI AWD,S Q4,4DSN,6GT,A,19604,39,1,5032236,42000,2017-02-23
RAA,2016,WHITE,MASERATI,GHIBLI 4X2,S,4DSN,6GT,A,7188,35,1,4900557,51000,2017-02-23
RAA,2014,GRAY,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,8281,35,1,4904222,68500,2017-02-23
RAA,2014,WHITE,MASERATI,GRANTURISMO,SPORT,2DCP,8G,A,36428,37,1,4904222,58000,2017-02-23
