,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
41653,MAA,2017,WHITE,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,6824.0,42,1.0,4901620.0,38200.0,2018-11-01
41654,MAA,2017,BLACK,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,7157.0,45,1.0,4901620.0,38800.0,2018-11-01
41655,MAA,2017,RED,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,9610.0,45,1.0,4901620.0,28900.0,2018-11-01
41656,MAA,2018,WHITE,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,5583.0,46,1.0,4901620.0,31900.0,2018-11-01
41657,MAA,2017,BLUE,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,11735.0,46,1.0,4901620.0,36100.0,2018-11-01
41658,MAA,2017,SILVER,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,12211.0,38,1.0,4901620.0,34800.0,2018-11-01
41659,MAA,2017,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,9813.0,45,1.0,4901620.0,36600.0,2018-11-01
41660,MAA,2017,GOLD,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,10121.0,37,1.0,4901620.0,36000.0,2018-11-01
41661,MAA,2017,SILVER,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,11364.0,45,1.0,4901620.0,35100.0,2018-11-01
41662,MAA,2017,RED,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,9655.0,43,1.0,4901620.0,24900.0,2018-11-01
41663,MAA,2017,SILVER,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,6065.0,40,2.0,4901620.0,24500.0,2018-11-01
41664,MAA,2017,GREEN,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,11169.0,45,2.0,4901620.0,23000.0,2018-11-01
41666,MAA,2017,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,35765.0,45,1.0,4910256.0,41300.0,2018-11-01
41668,MAA,2016,GREY,LINCOLN,MKC AWD 4C,PREMIER,SUV,4GT,A,12893.0,42,1.0,4910256.0,20500.0,2018-11-01
41669,MAA,2016,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,22840.0,36,1.0,4910256.0,24800.0,2018-11-01
41671,MAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,44730.0,36,2.0,4910256.0,26600.0,2018-11-01
41675,NVAA,2018,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,20688.0,44,2.0,4910984.0,63250.0,2018-11-02
41676,NVAA,2018,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,21286.0,49,3.0,4910984.0,65000.0,2018-11-02
41677,NVAA,2018,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,18635.0,45,1.0,4949763.0,66250.0,2018-11-02
41678,NVAA,2018,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,20357.0,50,1.0,4949763.0,65750.0,2018-11-02
41683,LMAA,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,2642.0,37,2.0,4910256.0,23000.0,2018-11-02
41684,LMAA,2017,WHITE,LINCOLN,MKZ FWD 4C,BLACK LABL,4DSN,4H,A,11865.0,46,1.0,4910256.0,28600.0,2018-11-02
41696,MAA,2016,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,21234.0,31,1.0,4910256.0,24700.0,2018-11-02
41697,MAA,2017,GREEN,LINCOLN,MKZ FWD 4C,HYB SELECT,4DSN,4H,A,8935.0,35,3.0,4910256.0,24500.0,2018-11-02
41699,MAA,2017,GREY,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,32011.0,27,1.0,4906104.0,28600.0,2018-11-02
41701,MAA,2017,BLUE,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,31440.0,26,1.0,4901620.0,22600.0,2018-11-02
41703,MAA,2016,BLACK,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,25257.0,13,1.0,4910256.0,18300.0,2018-11-02
41704,MAA,2016,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,55073.0,33,3.0,4910256.0,18800.0,2018-11-02
41707,MAA,2017,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,24812.0,35,2.0,5339424.0,30750.0,2018-11-02
41709,MAA,2017,WHITE,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,16523.0,46,1.0,5046878.0,27250.0,2018-11-02
41711,MAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,21210.0,50,1.0,5372193.0,30200.0,2018-11-02
41712,MAA,2013,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,66147.0,25,2.0,5084774.0,11200.0,2018-11-02
41714,AAAW,2017,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,23901.0,43,3.0,5311164.0,27600.0,2018-11-03
41715,BWAE,2011,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,100900.0,20,7.0,5314188.0,7400.0,2018-11-04
41721,SVAA,2018,BLACK,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,10863.0,48,2.0,5207623.0,34800.0,2018-11-05
41727,TBAA,2016,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,35013.0,39,2.0,4910257.0,15400.0,2018-11-05
41728,TBAA,2016,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33314.0,39,2.0,4910257.0,15300.0,2018-11-05
41734,MAA,2016,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,18312.0,44,2.0,4910256.0,30900.0,2018-11-05
41738,SVAA,2007,WHITE,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,131762.0,38,1.0,5205562.0,8600.0,2018-11-06
41741,AAAW,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,16306.0,44,1.0,4910257.0,31500.0,2018-11-06
41742,AAAW,2016,WHITE,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,25703.0,43,1.0,4910257.0,18700.0,2018-11-06
41743,AAAW,2016,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,71514.0,38,1.0,4910257.0,28500.0,2018-11-06
41745,BWAE,2005,WHITE,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,75559.0,43,1.0,5155891.0,4800.0,2018-11-06
41753,FAAO,2006,GOLD,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,185907.0,24,3.0,5254337.0,1800.0,2018-11-06
41755,TAA,2015,WHITE,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,51979.0,43,1.0,4918492.0,25600.0,2018-11-06
41759,AREN,2013,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,65575.0,36,1.0,4997069.0,13100.0,2018-11-06
41761,HATA,1995,GREEN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,O,178314.0,20,1.0,4916882.0,350.0,2018-11-06
41762,OAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,24284.0,46,1.0,5420538.0,29100.0,2018-11-06
41769,BWAE,2016,SILVER,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,13792.0,28,1.0,4910257.0,18600.0,2018-11-06
41773,SVAA,2018,SILVER,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,13349.0,46,2.0,4910984.0,65800.0,2018-11-06
41774,LMAA,2012,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,38227.0,36,2.0,5024246.0,10800.0,2018-11-06
41778,NAA,2018,WHITE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,10626.0,49,1.0,4910256.0,29800.0,2018-11-06
41779,NAA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,23111.0,42,1.0,4910256.0,31500.0,2018-11-06
41784,NAA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,26839.0,45,1.0,4910256.0,28000.0,2018-11-06
41785,NAA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,24880.0,34,4.0,4910256.0,27200.0,2018-11-06
41789,NAA,2017,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,17404.0,34,1.0,4901620.0,23100.0,2018-11-06
41790,KCAA,2016,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,25539.0,44,1.0,4901620.0,16800.0,2018-11-06
41791,KCAA,2017,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,27536.0,44,3.0,4901620.0,25100.0,2018-11-06
41792,KCAA,2016,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,37435.0,42,1.0,4910256.0,23100.0,2018-11-06
41793,KCAA,2017,GOLD,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,15148.0,37,2.0,4901620.0,21600.0,2018-11-06
41794,KCAA,2018,RED,LINCOLN,MKT AWD V6,RESERVE,SUV,6GT,A,17836.0,44,1.0,4901620.0,31800.0,2018-11-06
41795,KCAA,2017,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,16708.0,45,1.0,4901620.0,34100.0,2018-11-06
41796,KCAA,2017,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,25693.0,37,1.0,4901620.0,32000.0,2018-11-06
41797,KCAA,2017,SILVER,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,35119.0,44,2.0,4906104.0,37800.0,2018-11-06
41798,KCAA,2018,WHITE,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,6827.0,44,2.0,4901620.0,50200.0,2018-11-06
41799,KCAA,2017,GOLD,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,12767.0,46,2.0,4901620.0,36000.0,2018-11-06
41800,KCAA,2017,BLACK,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,50290.0,41,5.0,4901620.0,30400.0,2018-11-06
41801,KCAA,2017,SILVER,LINCOLN,MKX FWD SUV,BLACK LABL,SUV,6G,A,14633.0,46,1.0,4901620.0,36400.0,2018-11-06
41802,KCAA,2017,GRAY,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6GT,A,8984.0,46,2.0,4901620.0,33200.0,2018-11-06
41803,KCAA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,32337.0,23,1.0,4901620.0,22400.0,2018-11-06
41804,KCAA,2017,WHITE,LINCOLN,MKC FWD 4C,RESERVE,SUV,4GT,A,23714.0,46,1.0,4901620.0,24400.0,2018-11-06
41805,KCAA,2017,GRAY,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,37874.0,38,1.0,4901620.0,17900.0,2018-11-06
41806,KCAA,2017,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,15882.0,46,1.0,4901620.0,34800.0,2018-11-06
41807,KCAA,2017,GRAY,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,29933.0,43,1.0,4901620.0,28600.0,2018-11-06
41808,KCAA,2017,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,17392.0,42,2.0,4901620.0,27800.0,2018-11-06
41809,KCAA,2017,BLUE,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,44668.0,45,2.0,4901620.0,23800.0,2018-11-06
41811,KCAA,2017,GRAY,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,17609.0,41,2.0,4901620.0,27200.0,2018-11-06
41812,KCAA,2017,BLACK,LINCOLN,MKZ AWD V6,RESERVE,4DSN,6GT,A,22764.0,46,3.0,4901620.0,26200.0,2018-11-06
41813,KCAA,2017,RED,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,23991.0,36,4.0,4901620.0,24200.0,2018-11-06
41814,KCAA,2017,WHITE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,13560.0,34,2.0,4901620.0,25200.0,2018-11-06
41821,TAA,2018,WHITE,LINCOLN,MKT AWD V6,ELITE,SUV,6GT,A,11317.0,27,1.0,4918491.0,40500.0,2018-11-06
41822,TAA,2018,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,9021.0,37,2.0,4918491.0,54000.0,2018-11-06
41823,TAA,2018,BLUE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,15447.0,48,1.0,4918491.0,45400.0,2018-11-06
41829,FAAO,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,22584.0,48,1.0,5205143.0,32500.0,2018-11-06
41832,SCAA,2017,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,30613.0,45,5.0,4906104.0,33000.0,2018-11-06
41836,ALOH,2006,WHITE,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,147711.0,18,3.0,4938270.0,500.0,2018-11-07
41839,NADE,2008,BLACK,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,80961.0,42,1.0,5282912.0,12000.0,2018-11-07
41841,NASH,2016,GRAY,LINCOLN,MKC AWD 4C,PREMIER,SUV,4GT,A,22249.0,44,5.0,4910256.0,17900.0,2018-11-07
41842,NASH,2016,GRAY,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,26532.0,44,2.0,4910256.0,24000.0,2018-11-07
41843,NASH,2016,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,24088.0,31,2.0,4910256.0,23000.0,2018-11-07
41844,NASH,2016,WHITE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,57974.0,40,1.0,4910256.0,18900.0,2018-11-07
41846,NASH,2016,SILVER,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,33497.0,41,2.0,4910256.0,28000.0,2018-11-07
41847,NASH,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,28059.0,35,1.0,4910256.0,29500.0,2018-11-07
41852,NASH,2017,GOLD,LINCOLN,MKZ FWD 4C,HY RESERVE,4DSN,4H,A,26171.0,37,1.0,4910256.0,23600.0,2018-11-07
41861,MAAI,2017,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,7771.0,45,1.0,5223841.0,35700.0,2018-11-07
41864,SDAA,2011,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,161432.0,35,1.0,5009425.0,3200.0,2018-11-07
41868,DAA,2013,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,134061.0,25,1.0,4910257.0,3500.0,2018-11-07
41876,UAA,2002,WHITE,LINCOLN,CONTINENTAL,BASE,4DSN,8G,A,152146.0,29,1.0,5033124.0,900.0,2018-11-07
41878,GOAA,2004,SILVER,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,114869.0,28,3.0,5147910.0,4500.0,2018-11-07
41883,UAA,2006,SILVER,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,134261.0,35,1.0,4913307.0,2800.0,2018-11-07
41887,MMAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,32027.0,38,2.0,5127662.0,28000.0,2018-11-07
41888,MMAA,2016,WHITE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,24241.0,42,2.0,5127662.0,21800.0,2018-11-07
41895,NADE,2016,BLUE,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,24816.0,44,1.0,4910256.0,26000.0,2018-11-07
41897,NADE,2016,RED,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,35931.0,44,1.0,4910256.0,20500.0,2018-11-07
41899,NADE,2016,BLACK,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,3446.0,39,1.0,4910256.0,28900.0,2018-11-07
41901,NADE,2017,GRAY,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,23395.0,41,1.0,4910256.0,34000.0,2018-11-07
41904,NADE,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,53552.0,44,1.0,4910256.0,24500.0,2018-11-07
41906,NADE,2016,BLACK,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,23818.0,36,1.0,4910256.0,20000.0,2018-11-07
41911,CADE,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,23403.0,44,8.0,4971501.0,29100.0,2018-11-07
41917,KCAA,2017,RED,LINCOLN,CONTINENTAL FWD,SELECT,4DSN,6G,A,6687.0,43,3.0,4901620.0,32900.0,2018-11-07
41918,KCAA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,18876.0,39,3.0,4901620.0,27700.0,2018-11-07
41919,KCAA,2017,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,37172.0,43,4.0,4901620.0,31200.0,2018-11-07
41920,KCAA,2017,SILVER,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,9603.0,40,4.0,4901620.0,22900.0,2018-11-07
41921,KCAA,2017,RED,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,8525.0,47,4.0,4901620.0,25600.0,2018-11-07
41923,BAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,79239.0,36,2.0,4903013.0,29000.0,2018-11-07
41929,TBAA,2015,GRAY,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,31804.0,42,1.0,4910257.0,20400.0,2018-11-07
41930,TBAA,2017,WHITE,LINCOLN,CONTINENTAL FWD,RESERVE,4DSN,6GT,A,4687.0,46,1.0,4910257.0,40000.0,2018-11-07
41931,TBAA,2017,SILVER,LINCOLN,MKC FWD 4C,BLACK LABL,SUV,4GT,A,15171.0,46,2.0,4910257.0,27000.0,2018-11-07
41932,TBAA,2016,BLUE,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,28658.0,43,1.0,4910257.0,16000.0,2018-11-07
41933,TBAA,2016,WHITE,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,41043.0,45,1.0,4910257.0,15500.0,2018-11-07
41934,TBAA,2016,BLACK,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,16794.0,40,1.0,4910257.0,18700.0,2018-11-07
41935,TBAA,2016,GRAY,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,24726.0,42,1.0,4910257.0,18200.0,2018-11-07
41937,TBAA,2017,BLACK,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,18920.0,45,1.0,4910257.0,42700.0,2018-11-07
41938,TBAA,2017,SILVER,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,14404.0,44,1.0,4901620.0,24300.0,2018-11-07
41939,TBAA,2018,WHITE,LINCOLN,MKX AWD SUV,SELECT,SUV,6GT,A,15191.0,46,1.0,4901620.0,31800.0,2018-11-07
41940,SCAA,2018,WHITE,LINCOLN,MKT FWD V6,PREMIERE,SUV,6G,A,9335.0,42,1.0,4901620.0,26100.0,2018-11-07
41941,SCAA,2018,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,5808.0,46,1.0,4901620.0,40100.0,2018-11-07
41942,SCAA,2017,RED,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,6048.0,48,4.0,4903013.0,45000.0,2018-11-07
41943,SCAA,2016,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,44688.0,38,2.0,4910257.0,16400.0,2018-11-07
41944,SCAA,2016,SILVER,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,11589.0,46,2.0,4910257.0,24800.0,2018-11-07
41945,SCAA,2017,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,28620.0,46,4.0,4906104.0,29500.0,2018-11-07
41946,SCAA,2017,GRAY,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,16040.0,44,3.0,4901620.0,26000.0,2018-11-07
41947,SCAA,2017,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,31946.0,35,1.0,4906104.0,40800.0,2018-11-07
41948,SCAA,2016,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,31987.0,35,1.0,4910257.0,18100.0,2018-11-07
41949,NADE,2017,BLUE,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,40544.0,45,1.0,4971507.0,19600.0,2018-11-07
41951,DFWA,2017,BLACK,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,15885.0,43,1.0,4901620.0,20200.0,2018-11-07
41952,DFWA,2017,GOLD,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,14111.0,32,1.0,4901620.0,20800.0,2018-11-07
41953,DFWA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,16383.0,43,1.0,4901620.0,20800.0,2018-11-07
41954,DFWA,2017,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,11215.0,40,1.0,4901620.0,44500.0,2018-11-07
41955,DFWA,2017,GOLD,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,12611.0,43,1.0,4901620.0,41000.0,2018-11-07
41956,DFWA,2017,BLACK,LINCOLN,NAVIGATOR 4X4,SELECT,SUV,6GT,A,13413.0,47,1.0,4901620.0,43700.0,2018-11-07
41957,DFWA,2017,BLUE,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,12993.0,46,1.0,4901620.0,22600.0,2018-11-07
41958,DFWA,2017,BLACK,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,11143.0,40,1.0,4901620.0,22100.0,2018-11-07
41959,DFWA,2017,GOLD,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,12728.0,42,1.0,4901620.0,23200.0,2018-11-07
41960,DFWA,2017,RED,LINCOLN,MKX FWD SUV,PREMIERE,SUV,6G,A,9546.0,46,1.0,4901620.0,24900.0,2018-11-07
41961,DFWA,2017,RED,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,17696.0,36,1.0,4901620.0,22300.0,2018-11-07
41962,DFWA,2017,RED,LINCOLN,MKX FWD SUV,SELECT,SUV,6GT,A,13287.0,46,1.0,4901620.0,28800.0,2018-11-07
41963,DFWA,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,40879.0,43,2.0,4910256.0,26400.0,2018-11-07
41965,DFWA,2016,RED,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,10861.0,34,1.0,4910256.0,19700.0,2018-11-07
41969,DFWA,2017,GRAY,LINCOLN,MKZ FWD 4C,HY RESERVE,4DSN,4H,A,19231.0,46,1.0,4901620.0,22100.0,2018-11-07
41970,DFWA,2016,WHITE,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,25934.0,42,1.0,4901620.0,21000.0,2018-11-07
41974,NADE,2017,BLUE,LINCOLN,MKZ AWD 4C,SELECT,4DSN,4GT,A,4788.0,0,1.0,4910256.0,6000.0,2018-11-07
41977,CAAI,2013,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,112345.0,31,1.0,4913926.0,8900.0,2018-11-08
41978,DETA,2017,BLACK,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,19198.0,42,3.0,4910256.0,20500.0,2018-11-08
41979,DETA,2017,RED,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,20745.0,42,3.0,4910256.0,21000.0,2018-11-08
41980,DETA,2017,BLUE,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,19488.0,40,3.0,4910256.0,22600.0,2018-11-08
41981,DETA,2017,GRAY,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,22165.0,42,3.0,4910256.0,20500.0,2018-11-08
41982,DETA,2017,GREEN,LINCOLN,MKZ AWD 4C,RESERVE,4DSN,4GT,A,3779.0,44,3.0,4910256.0,27900.0,2018-11-08
41983,DETA,2016,GRAY,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,50059.0,31,1.0,4910256.0,20700.0,2018-11-08
41984,DETA,2016,BLACK,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,24058.0,37,1.0,4910256.0,20900.0,2018-11-08
41985,DETA,2016,BLACK,LINCOLN,MKC AWD 4C,SELECT,SUV,4GT,A,39880.0,32,1.0,4910256.0,19400.0,2018-11-08
41986,DETA,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,13043.0,44,3.0,4910256.0,25500.0,2018-11-08
41988,DETA,2017,GRAY,LINCOLN,CONTINENTAL AWD,RESERVE,4DSN,6GT,A,36101.0,40,3.0,4910256.0,33300.0,2018-11-08
41989,DETA,2017,GREEN,LINCOLN,MKZ FWD 4C,HY RESERVE,4DSN,4H,A,15124.0,45,3.0,4910256.0,26100.0,2018-11-08
41990,DETA,2017,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,34295.0,38,3.0,4910256.0,29800.0,2018-11-08
41991,DETA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,24751.0,44,3.0,4910256.0,29500.0,2018-11-08
41992,DETA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,26081.0,36,3.0,4910256.0,29800.0,2018-11-08
41993,DETA,2017,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,11897.0,45,3.0,4903013.0,29900.0,2018-11-08
41994,DETA,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,5420.0,41,2.0,4901620.0,25700.0,2018-11-08
41995,DETA,2017,SILVER,LINCOLN,MKX FWD SUV,SELECT,SUV,6G,A,12567.0,39,3.0,4901620.0,25400.0,2018-11-08
41996,DETA,2016,BROWN,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,33556.0,36,1.0,4910256.0,25600.0,2018-11-08
41997,DETA,2016,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6GT,A,41313.0,30,1.0,4910256.0,21700.0,2018-11-08
42003,SCAA,2005,WHITE,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,161790.0,44,2.0,5332878.0,1850.0,2018-11-08
42004,SWFL,1996,SILVER,LINCOLN,TOWN CAR,EXECUTIVE,4DSN,8G,A,212655.0,10,1.0,4916882.0,225.0,2018-11-08
42006,MISS,2016,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,31798.0,45,1.0,4910256.0,28300.0,2018-11-08
42012,PXAA,2006,GOLD,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,117695.0,24,1.0,4927000.0,3000.0,2018-11-08
42016,AAA,2014,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,48883.0,28,2.0,5408975.0,12000.0,2018-11-08
42017,DFWA,2017,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,32796.0,42,4.0,4906104.0,37000.0,2018-11-08
