,auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
0,AYCA,2006,BLACK,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,121736.0,23,1.0,5119237.0,4800.0,2017-01-02
1,AYCA,2006,TAN,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,172258.0,26,1.0,5177137.0,4100.0,2017-01-02
2,AYCA,2005,GRAY,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,79343.0,20,1.0,4925422.0,3900.0,2017-01-02
4,AYCA,2002,WHITE,LINCOLN,LS V8,SPORT,4DSN,8G,A,73702.0,34,1.0,5019675.0,2500.0,2017-01-02
8,SLAA,2009,FR SILK,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,115406.0,44,1.0,5023668.0,5000.0,2017-01-03
16,AAAW,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,36107.0,36,1.0,4904145.0,29600.0,2017-01-03
30,SLAA,2004,BLUE,LINCOLN,LS V6,LUXURY,4DSN,6G,A,120054.0,27,4.0,5034660.0,2300.0,2017-01-03
32,RAA,2001,ORANGE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,139319.0,13,1.0,5057550.0,800.0,2017-01-03
37,RAA,2006,GREEN,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,84601.0,20,6.0,4907573.0,2500.0,2017-01-03
38,FAAO,2016,BLACK,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,12977.0,44,1.0,4910984.0,40800.0,2017-01-03
41,SVAA,2010,SILVER,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,39244.0,42,1.0,5345314.0,15900.0,2017-01-03
43,BWAE,2016,RED,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,2536.0,49,1.0,4910257.0,30000.0,2017-01-03
49,BWAE,2003,BLACK,LINCOLN,NAVIGATOR 4X4,PREMIUM,SUV,8G,A,164027.0,25,1.0,4941398.0,3000.0,2017-01-03
52,OAA,2015,GREY,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,24497.0,41,1.0,4910256.0,23500.0,2017-01-03
59,SLAA,2007,WHITE,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,145071.0,33,1.0,4995437.0,2500.0,2017-01-03
61,NAA,2014,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,32883.0,41,1.0,4910256.0,26000.0,2017-01-03
63,NAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,23466.0,37,1.0,4901620.0,42700.0,2017-01-03
64,NAA,2016,BLUE,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,6587.0,43,1.0,4901620.0,28900.0,2017-01-03
67,SSAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,15375.0,49,1.0,4906104.0,36500.0,2017-01-03
70,DALA,2006,WHITE,LINCOLN,NAVIGATOR 4X2,ULTIMATE,SUV,8G,A,149066.0,25,2.0,4920442.0,2800.0,2017-01-03
72,KCAA,2016,SILVER,LINCOLN,MKT AWD V6,ECOBOOST,SUV,6GT,A,6005.0,48,1.0,4901620.0,31800.0,2017-01-03
73,KCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,25553.0,43,1.0,4906104.0,34800.0,2017-01-03
74,KCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,16084.0,41,1.0,4906104.0,37000.0,2017-01-03
75,KCAA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,32724.0,41,1.0,4904145.0,33100.0,2017-01-03
76,KCAA,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,12617.0,42,2.0,4901620.0,46100.0,2017-01-03
77,KCAA,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,15214.0,44,2.0,4901620.0,45600.0,2017-01-03
78,KCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,34835.0,44,4.0,4904145.0,32300.0,2017-01-03
79,KCAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,27559.0,37,1.0,4906104.0,34700.0,2017-01-03
80,KCAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,15613.0,43,1.0,4901620.0,44500.0,2017-01-03
81,GOAA,2010,BLACK,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,115789.0,28,5.0,5007461.0,5700.0,2017-01-03
83,AAA,2003,GREY,LINCOLN,TOWN CAR,EXECUTIVE,4DSN,8G,O,157934.0,35,1.0,5007596.0,1700.0,2017-01-03
98,RAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,32924.0,36,3.0,4918017.0,38500.0,2017-01-03
99,RAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,35026.0,43,3.0,4918017.0,38500.0,2017-01-03
102,KCAA,2016,WHITE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,15442.0,43,2.0,4906104.0,37100.0,2017-01-03
103,TBAA,2016,RED,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,14748.0,49,2.0,4906104.0,36000.0,2017-01-03
108,MAA,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,20269.0,33,2.0,4901620.0,41700.0,2017-01-03
124,NASH,2014,TAN,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,76559.0,24,1.0,4910256.0,11300.0,2017-01-04
135,NASH,2014,BLUE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,28090.0,38,1.0,4910256.0,15700.0,2017-01-04
141,SDAA,2003,WHITE,LINCOLN,AVIATOR AWD,PREMIUM,SUV,8G,A,122741.0,31,1.0,5060527.0,2300.0,2017-01-04
142,CADE,2003,GRAY,LINCOLN,LS V8,SPORT,4DSN,8G,A,120028.0,18,1.0,5060860.0,1000.0,2017-01-04
144,DAA,2015,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,38503.0,37,1.0,4904145.0,23100.0,2017-01-04
145,DADE,2002,BLUE,LINCOLN,LS V6,CONVENIENC,4DSN,6G,A,122047.0,30,1.0,5282135.0,500.0,2017-01-04
154,CADE,2011,BLACK,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,257051.0,32,1.0,5020912.0,3600.0,2017-01-04
164,NADE,2014,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,24024.0,44,2.0,4910256.0,18800.0,2017-01-04
174,NAA,2014,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,44369.0,41,4.0,4910256.0,19800.0,2017-01-04
177,NAA,2015,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,26199.0,35,3.0,4910256.0,26000.0,2017-01-04
178,NAA,2014,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,31821.0,36,4.0,4910256.0,16900.0,2017-01-04
190,BAA,2016,SILVER,LINCOLN,MKX AWD SUV,PREMIER,SUV,6G,A,4967.0,46,2.0,4901620.0,26900.0,2017-01-04
192,BAA,2016,SILVER,LINCOLN,MKX AWD SUV,PREMIER,SUV,6G,A,6517.0,43,2.0,4901620.0,26300.0,2017-01-04
193,BAA,2016,WHITE,LINCOLN,MKX AWD SUV,PREMIER,SUV,6G,A,6991.0,43,2.0,4901620.0,26800.0,2017-01-04
201,BAA,2016,SILVER,LINCOLN,MKC AWD 4C,RESERVE,SUV,4GT,A,18971.0,48,2.0,4901620.0,28100.0,2017-01-04
205,SSAA,2014,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,43359.0,35,1.0,4910256.0,16900.0,2017-01-04
207,TBAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,8711.0,48,1.0,4901620.0,36600.0,2017-01-04
208,TBAA,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,17775.0,42,1.0,4906104.0,33600.0,2017-01-04
209,TBAA,2016,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,18770.0,43,1.0,4906104.0,31800.0,2017-01-04
210,TBAA,2016,TAN,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,18888.0,46,1.0,4906104.0,33500.0,2017-01-04
211,TBAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,19512.0,35,1.0,4906104.0,32100.0,2017-01-04
215,TBAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,20372.0,36,1.0,4906104.0,31300.0,2017-01-04
216,TBAA,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,22504.0,44,1.0,4906104.0,31000.0,2017-01-04
217,TBAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,23801.0,41,1.0,4906104.0,31000.0,2017-01-04
218,TBAA,2016,RED,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,24611.0,42,1.0,4906104.0,31000.0,2017-01-04
219,TBAA,2016,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,25489.0,43,1.0,4906104.0,31800.0,2017-01-04
220,TBAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,24108.0,38,1.0,4906104.0,38100.0,2017-01-04
221,TBAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,29014.0,42,1.0,4906104.0,37100.0,2017-01-04
222,SCAA,2017,WHITE,LINCOLN,MKZ FWD 4C,HY RESERVE,4DSN,4H,A,35.0,50,1.0,4901620.0,34000.0,2017-01-04
231,SCAA,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,53160.0,44,1.0,4910257.0,17100.0,2017-01-04
232,GOAA,2000,WHITE,LINCOLN,TOWN CAR,EXECUTIVE,4DSN,8G,A,135065.0,25,1.0,5304279.0,400.0,2017-01-04
233,SCAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,17908.0,42,2.0,4906104.0,33900.0,2017-01-04
234,SCAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,22758.0,41,1.0,4906104.0,32800.0,2017-01-04
235,MAAI,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,12446.0,46,1.0,4906104.0,27200.0,2017-01-04
237,DFWA,2017,WHITE,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,9686.0,42,1.0,4906104.0,29800.0,2017-01-04
238,DFWA,2017,G1,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,12938.0,38,1.0,4906104.0,28800.0,2017-01-04
239,DFWA,2017,GOLD,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,20124.0,45,1.0,4906104.0,28200.0,2017-01-04
240,DFWA,2017,SILVER,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,630.0,50,1.0,4910256.0,25100.0,2017-01-04
242,DFWA,2015,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,14589.0,44,2.0,4910256.0,19300.0,2017-01-04
244,DFWA,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,42484.0,38,2.0,4910256.0,16700.0,2017-01-04
245,DFWA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,19295.0,34,1.0,4906104.0,41600.0,2017-01-04
246,DFWA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,27013.0,47,1.0,4906104.0,41200.0,2017-01-04
247,DFWA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,27176.0,37,1.0,4906104.0,40500.0,2017-01-04
252,DFWA,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,19370.0,42,1.0,4906104.0,35100.0,2017-01-04
272,GCAA,2014,BLUE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,35835.0,29,2.0,4910256.0,15200.0,2017-01-04
275,CADE,2004,GRAY,LINCOLN,LS V8,ULTIMATE,4DSN,8G,A,128835.0,20,2.0,4938270.0,100.0,2017-01-04
276,MMAA,2006,SILVER,LINCOLN,NAVIGATOR 4X4,ULTIMATE,SUV,8G,A,160503.0,10,4.0,4938270.0,1000.0,2017-01-04
277,DETA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,8691.0,44,4.0,4903013.0,39600.0,2017-01-05
288,DETA,2015,TAN,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,17670.0,37,1.0,4910256.0,20300.0,2017-01-05
289,DETA,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,26311.0,36,3.0,4910256.0,18200.0,2017-01-05
292,DETA,2015,TAN,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,21070.0,35,1.0,4910256.0,20900.0,2017-01-05
295,DFWA,2005,SILVER,LINCOLN,LS V8,SPORT,4DSN,8G,A,131060.0,35,1.0,5334199.0,1400.0,2017-01-05
297,MISS,2013,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,10383.0,41,1.0,4910256.0,20000.0,2017-01-05
303,SPAA,1998,RED,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,207383.0,13,1.0,5016188.0,400.0,2017-01-05
306,THAA,2004,WHITE,LINCOLN,AVIATOR 4X2,LUXURY,SUV,8G,A,146668.0,32,1.0,5333386.0,3000.0,2017-01-05
319,DFWA,2014,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,29397.0,40,3.0,4910256.0,17300.0,2017-01-05
320,DFWA,2014,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33268.0,37,2.0,4910256.0,19500.0,2017-01-05
321,DFWA,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,56691.0,35,2.0,4910256.0,15500.0,2017-01-05
329,DFWA,2010,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,133072.0,29,1.0,5024299.0,8300.0,2017-01-05
332,SCAA,1999,SILVER,LINCOLN,TOWN CAR,EXECUTIVE,4DSN,8G,A,124705.0,33,1.0,5050863.0,1600.0,2017-01-05
334,THAA,2016,TAN,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,1604.0,49,1.0,4910256.0,22500.0,2017-01-05
346,TBAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,21873.0,43,1.0,4906104.0,32400.0,2017-01-05
347,TBAA,2016,GRAY,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,32878.0,31,1.0,4904145.0,27500.0,2017-01-05
350,TBAA,2015,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,25914.0,37,1.0,4910257.0,19100.0,2017-01-05
351,TBAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,21533.0,41,1.0,4906104.0,39300.0,2017-01-05
352,CINA,2003,TAN,LINCOLN,AVIATOR 4X2,PREMIUM,SUV,8G,A,230798.0,26,1.0,4916882.0,600.0,2017-01-05
358,GCAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,32273.0,25,2.0,4901620.0,30600.0,2017-01-05
364,DETA,2003,WHITE,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,O,122473.0,35,5.0,5276342.0,2600.0,2017-01-05
368,NASH,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,17311.0,43,2.0,4901620.0,36700.0,2017-01-05
371,NASH,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,12765.0,37,2.0,4901620.0,45500.0,2017-01-05
372,NASH,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,12641.0,38,2.0,4901620.0,46900.0,2017-01-05
374,NASH,2017,RED,LINCOLN,MKZ FWD 4C,HY RESERVE,4DSN,4H,A,4044.0,42,2.0,4901620.0,35000.0,2017-01-05
375,NASH,2016,BLACK,LINCOLN,MKX AWD SUV,SELECT,SUV,6G,A,25404.0,42,2.0,4901620.0,26600.0,2017-01-05
376,NASH,2017,BLUE,LINCOLN,MKZ FWD 4C,HYB SELECT,4DSN,4H,A,3537.0,49,2.0,4901620.0,34500.0,2017-01-05
377,NASH,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,16990.0,33,1.0,4910256.0,19500.0,2017-01-05
378,NASH,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,36329.0,37,1.0,4910256.0,18000.0,2017-01-05
379,NASH,2016,WHITE,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,21554.0,41,3.0,4901620.0,42500.0,2017-01-05
380,NASH,2016,WHITE,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,21361.0,44,3.0,4901620.0,43000.0,2017-01-05
381,NASH,2016,GRAY,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,22114.0,45,4.0,4901620.0,40500.0,2017-01-05
382,NASH,2016,WHITE,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,21692.0,47,1.0,4901620.0,40800.0,2017-01-05
383,NASH,2016,RED,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,22351.0,41,1.0,4901620.0,40100.0,2017-01-05
384,NASH,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,34024.0,38,1.0,4906104.0,36100.0,2017-01-05
385,NASH,2016,TAN,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,27527.0,45,1.0,4906104.0,34000.0,2017-01-05
386,NASH,2016,WHITE,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,25942.0,45,1.0,4906104.0,32500.0,2017-01-05
387,NASH,2017,GOLD,LINCOLN,MKZ FWD V6,RESERVE,4DSN,6GT,A,8547.0,49,2.0,4901620.0,37700.0,2017-01-05
389,NASH,2017,WHITE,LINCOLN,MKZ FWD V6,SELECT,4DSN,6GT,A,6943.0,45,2.0,4901620.0,34200.0,2017-01-05
391,NASH,2017,RED,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,11117.0,41,1.0,4906104.0,29400.0,2017-01-05
392,NASH,2017,GOLD,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,19090.0,42,1.0,4906104.0,26500.0,2017-01-05
393,NASH,2017,GOLD,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,19224.0,37,1.0,4906104.0,26600.0,2017-01-05
397,BAA,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,7627.0,50,1.0,4901620.0,39100.0,2017-01-05
398,BAA,2016,SILVER,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,10173.0,46,1.0,4901620.0,32800.0,2017-01-05
402,BAA,2014,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,33334.0,41,1.0,4910256.0,16800.0,2017-01-05
403,BAA,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,44115.0,46,4.0,4901620.0,30100.0,2017-01-05
406,GCAA,2015,SILVER,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,25808.0,40,2.0,4910256.0,21700.0,2017-01-05
407,GCAA,2014,BLACK,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,36785.0,39,2.0,4910256.0,21900.0,2017-01-05
410,DETA,2011,MAROON,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,164990.0,20,1.0,4916928.0,1900.0,2017-01-05
412,CAAI,2004,SILVER,LINCOLN,AVIATOR AWD,LUXURY,SUV,8G,A,197420.0,10,1.0,5379696.0,350.0,2017-01-05
415,SVAA,2006,TAN,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,77018.0,20,3.0,4925422.0,4000.0,2017-01-05
416,LMAA,2003,WHITE,LINCOLN,TOWN CAR,CARTIER,4DSN,8G,O,55955.0,27,1.0,5317039.0,2800.0,2017-01-06
424,MAA,2013,RED,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,51940.0,37,1.0,5402663.0,15800.0,2017-01-06
433,MAA,2009,BLUE,LINCOLN,TOWN CAR,SIG LTD,4DSN,8ET,A,66873.0,29,1.0,4982368.0,6300.0,2017-01-06
441,AAAW,2016,BROWN,LINCOLN,MKX FWD SUV,PREMIER,SUV,6G,A,21859.0,45,1.0,4901620.0,23800.0,2017-01-09
442,AAAW,2017,SILVER,LINCOLN,MKC FWD 4C,SELECT,SUV,4GT,A,11222.0,39,2.0,4901620.0,25200.0,2017-01-09
443,AAAW,2016,GRAY,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,15071.0,38,3.0,4901620.0,39500.0,2017-01-09
446,AAAW,2017,BLUE,LINCOLN,MKC FWD 4C,PREMIERE,SUV,4GT,A,8169.0,46,1.0,4901620.0,23000.0,2017-01-09
447,AAAW,2016,BLACK,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,34012.0,42,1.0,4906104.0,31900.0,2017-01-09
448,AAAW,2015,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,28505.0,44,1.0,4910257.0,17400.0,2017-01-09
449,AAAW,2017,BLACK,LINCOLN,MKZ FWD 4C,RESERVE,4DSN,4GT,A,18822.0,39,1.0,4906104.0,27400.0,2017-01-09
452,AAAW,2016,TAN,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,6223.0,44,3.0,4901620.0,30700.0,2017-01-09
453,AAAW,2016,RED,LINCOLN,MKX FWD SUV,PREMIER,SUV,6G,A,9858.0,44,2.0,4901620.0,25000.0,2017-01-09
454,AAAW,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,22760.0,35,1.0,4901620.0,49000.0,2017-01-09
461,TBAA,2014,BLUE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,15154.0,44,2.0,4910257.0,17100.0,2017-01-09
463,TBAA,2014,WHITE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,30515.0,33,4.0,4910257.0,18800.0,2017-01-09
464,AAAW,2016,BLACK,LINCOLN,NAVIGATOR L 4X2,SELECT,SUV,6GT,A,23593.0,35,1.0,4906104.0,39500.0,2017-01-09
466,DFWA,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,27472.0,45,1.0,4906104.0,32800.0,2017-01-09
468,GCAA,2017,BLACK,LINCOLN,MKZ FWD 4C,PREMIERE,4DSN,4GT,A,13635.0,48,2.0,4973213.0,25500.0,2017-01-09
469,GCAA,2016,WHITE,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,7615.0,45,1.0,4901620.0,48400.0,2017-01-09
476,AAAW,2016,BLACK,LINCOLN,MKX FWD SUV,RESERVE,SUV,6G,A,19536.0,46,1.0,4907646.0,33300.0,2017-01-10
479,AAAW,2014,BLACK,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,37668.0,42,3.0,4910257.0,17000.0,2017-01-10
481,AAAW,2014,BLUE,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,28302.0,35,1.0,4910257.0,16000.0,2017-01-10
488,BWAE,2007,BLACK,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,161415.0,13,2.0,5076619.0,2000.0,2017-01-10
490,BWAE,2008,TAN,LINCOLN,TOWN CAR,LIMITED,4DSN,8G,A,87751.0,41,1.0,5074844.0,5400.0,2017-01-10
492,HATA,2011,BLACK,LINCOLN,TOWN CAR,EXEC LIMO,4DSN,8G,A,236948.0,36,3.0,5186139.0,3300.0,2017-01-10
493,AAAI,2007,TAN,LINCOLN,TOWN CAR,SIG LTD,4DSN,8G,A,94207.0,24,1.0,5387552.0,3900.0,2017-01-10
495,AREN,1999,GOLD,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,A,163750.0,16,1.0,5111255.0,800.0,2017-01-10
498,AAAI,2002,SILVER,LINCOLN,LS V6,SPORT,4DSN,6G,A,113570.0,19,2.0,5040317.0,600.0,2017-01-10
499,RAA,2015,GRAY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,35655.0,45,1.0,5147306.0,18300.0,2017-01-10
507,RAA,2017,BLACK,LINCOLN,MKZ FWD 4C,SELECT,4DSN,4GT,A,3771.0,39,5.0,4994021.0,23750.0,2017-01-10
511,FAAO,2016,BLUE,LINCOLN,NAVIGATOR 4X2,SELECT,SUV,6GT,A,19363.0,40,4.0,4910984.0,39400.0,2017-01-10
521,OAA,2014,GREY,LINCOLN,MKZ FWD 4C,HYBRID,4DSN,4H,A,29090.0,44,1.0,4910256.0,18800.0,2017-01-10
534,SLAA,2016,RED,LINCOLN,MKX AWD SUV,RESERVE,SUV,6G,A,19026.0,41,2.0,4906104.0,35300.0,2017-01-10
535,SLAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,28828.0,43,1.0,4906104.0,40600.0,2017-01-10
539,DALA,2003,SILVER,LINCOLN,TOWN CAR,SIGNATURE,4DSN,8G,O,91012.0,25,1.0,4925422.0,2800.0,2017-01-10
540,GOAA,2003,GREEN,LINCOLN,AVIATOR 4X2,LUXURY,SUV,8G,A,139161.0,20,3.0,5048249.0,1500.0,2017-01-10
542,GOAA,2004,GOLD,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,179003.0,26,1.0,5092770.0,1800.0,2017-01-10
543,DALA,2002,BLACK,LINCOLN,LS V8,LSE,4DSN,8G,A,187541.0,0,1.0,4977020.0,1000.0,2017-01-10
544,GOAA,2005,TAN,LINCOLN,NAVIGATOR 4X2,LUXURY,SUV,8G,A,259916.0,31,1.0,5074363.0,1700.0,2017-01-10
546,TAA,2016,WHITE,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,12410.0,50,1.0,4918490.0,40200.0,2017-01-10
547,TAA,2016,WHITE,LINCOLN,MKS AWD V6,ECOBOOST,4DSN,6GT,A,12908.0,50,1.0,4918490.0,40000.0,2017-01-10
559,GCAA,2016,BLUE,LINCOLN,MKX AWD SUV,RESERVE,SUV,6GT,A,16462.0,45,1.0,4901620.0,35400.0,2017-01-10
564,GCAA,2016,SILVER,LINCOLN,MKC FWD 4C,PREMIER,SUV,4GT,A,18726.0,44,1.0,4910256.0,21100.0,2017-01-10
565,GCAA,2016,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,SUV,6GT,A,11462.0,44,1.0,4901620.0,35700.0,2017-01-10
566,GCAA,2015,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,5979.0,49,1.0,4901620.0,31000.0,2017-01-10
567,GCAA,2015,BLACK,LINCOLN,MKT AWD V6,ECOBOOST,4WGN,6GT,A,3014.0,37,1.0,4901620.0,29500.0,2017-01-10
568,GCAA,2016,BLACK,LINCOLN,NAVIGATOR L 4X4,SELECT,SUV,6GT,A,16153.0,42,1.0,4901620.0,44400.0,2017-01-10
