auction_code,car_year,color,make,model,subseries,body,engine,transmission,mileage,condition_grade,times_run,seller,sale_price,formatted_sold_date
AYCA,2002,RED,PORSCHE,911 CAB,CARRERA 4,2DCV,6G,A,122975.0,31,1.0,4998120.0,12000.0,2017-01-02
AAAI,2004,BLUE,PORSCHE,CAYENNE V8,S,SUV,8G,A,106528.0,36,4.0,5133309.0,3800.0,2017-01-03
RAA,2016,WHITE,PORSCHE,PANAMERA AWD V6,AWD EDIT,4DHB,6G,A,9463.0,43,8.0,4915785.0,65000.0,2017-01-03
AREN,2013,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,102756.0,23,3.0,4905200.0,31800.0,2017-01-03
HATA,2001,SILVER,PORSCHE,911 CAB,CARRERA 4,2DCV,6G,6,38225.0,13,4.0,5156735.0,15000.0,2017-01-03
RAA,2014,WHITE,PORSCHE,911 4X2 6C,2,2DCV,6G,A,12828.0,44,8.0,4907573.0,62000.0,2017-01-03
SVAA,2014,BLUE,PORSCHE,PANAMERA AWD V6,4S,4DHB,6GT,A,32575.0,50,2.0,5000308.0,58150.0,2017-01-03
SVAA,2007,SILVER,PORSCHE,CAYMAN,S,2DCP,6G,A,70489.0,43,4.0,5000308.0,19200.0,2017-01-03
SVAA,2013,GRAY,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,7,17714.0,41,2.0,5000308.0,70500.0,2017-01-03
SVAA,2006,BLACK,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,6,63607.0,40,1.0,5034133.0,32000.0,2017-01-03
RAA,2006,BLACK,PORSCHE,CAYENNE V8,S TITANIUM,SUV,8G,A,104123.0,28,4.0,5399781.0,7000.0,2017-01-03
DETA,2016,BROWN,PORSCHE,MACAN,S,SUV,6GT,A,6260.0,50,1.0,4910677.0,51800.0,2017-01-03
SVAA,2014,WHITE,PORSCHE,BOXSTER,S,2DCV,6G,A,7548.0,44,1.0,4993796.0,47750.0,2017-01-03
RAA,2016,BLACK,PORSCHE,MACAN,S,SUV,6GT,A,12704.0,38,3.0,4918017.0,47500.0,2017-01-03
RAA,2015,WHITE,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,22979.0,46,8.0,4918017.0,61000.0,2017-01-03
RAA,2015,BLACK,PORSCHE,911 4X2 6C,2,2DCV,6G,A,26753.0,42,5.0,4918017.0,67500.0,2017-01-03
UAA,2006,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,119069.0,34,7.0,4912609.0,7700.0,2017-01-04
BCAA,2016,WHITE,PORSCHE,MACAN,S,SUV,6GT,A,12050.0,41,1.0,4915785.0,53500.0,2017-01-04
SAAA,2007,GRAY,PORSCHE,CAYMAN,S,2DCP,6G,6,53369.0,37,1.0,5280823.0,21200.0,2017-01-04
CADE,1999,BLACK,PORSCHE,911 CPE,CARRERA 4,2DCP,6G,6,153490.0,20,3.0,5009344.0,8000.0,2017-01-04
SSAA,2006,SILVER,PORSCHE,CAYENNE V8,S,SUV,8G,A,84657.0,43,2.0,5369793.0,9800.0,2017-01-04
BCAA,2008,BLACK,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6G,A,18909.0,44,1.0,4997069.0,45750.0,2017-01-04
BCAA,2014,GRAY,PORSCHE,CAYENNE V8,S,SUV,8G,A,34153.0,44,1.0,4997069.0,48750.0,2017-01-04
BCAA,2011,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,47551.0,38,1.0,4997069.0,32500.0,2017-01-04
BCAA,2006,SILVER,PORSCHE,CAYENNE V8,S,SUV,8G,A,91882.0,28,1.0,4997069.0,8300.0,2017-01-04
CADE,2013,GRAY,PORSCHE,PANAMERA 4X2 V8,S,4DHB,8G,A,44738.0,40,1.0,5070299.0,42750.0,2017-01-04
CADE,2003,GRAY,PORSCHE,911 CARRERA 4X2,CARRERA 2,2DCP,6G,6,42009.0,40,1.0,5387647.0,20250.0,2017-01-04
CADE,2004,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,134658.0,32,1.0,5106621.0,5200.0,2017-01-04
NADE,2011,BLUE,PORSCHE,PANAMERA AWD V8,4S,4DHB,8G,A,55925.0,45,1.0,5141513.0,37250.0,2017-01-04
NASH,2011,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,69033.0,40,1.0,5237076.0,32200.0,2017-01-04
CADE,2004,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,95393.0,32,1.0,5316375.0,9500.0,2017-01-04
CADE,1999,SILVER,PORSCHE,911 CPE,CARRERA 2,2DCP,6G,6,105114.0,29,1.0,5035767.0,9750.0,2017-01-04
BCAA,2013,BROWN,PORSCHE,911 4X2 6C,CARRERA,2DCP,6G,A,21075.0,45,1.0,4993796.0,58500.0,2017-01-04
GOAA,2009,BLACK,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,115498.0,39,1.0,4946207.0,15800.0,2017-01-04
DALA,2015,BLACK,PORSCHE,MACAN,TURBO,SUV,6GT,A,42443.0,42,1.0,4996710.0,55750.0,2017-01-04
AAA,2014,BLACK,PORSCHE,PANAMERA AWD V8,TURBO,4DHB,8GT,A,13068.0,43,1.0,4905900.0,78500.0,2017-01-04
AAA,2015,SILVER,PORSCHE,PANAMERA AWD V8,GTS,4DHB,8G,A,8247.0,49,1.0,4905900.0,82500.0,2017-01-04
AAA,2014,BLACK,PORSCHE,CAYENNE V6,PLATINUM,SUV,6G,A,47505.0,40,1.0,4905900.0,39500.0,2017-01-04
AAA,2015,WHITE,PORSCHE,PANAMERA 4X2 V6,S E-HYBRID,4DHB,6H,A,17285.0,38,1.0,4905900.0,56500.0,2017-01-04
AAA,2015,SILVER,PORSCHE,911 AWD 6C,4S,2DCV,6G,A,14353.0,40,1.0,4905900.0,87000.0,2017-01-04
AAA,2014,GRAY,PORSCHE,BOXSTER,S,2DCV,6G,6,18850.0,39,1.0,4905900.0,45500.0,2017-01-04
AAA,2014,BLACK,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,13591.0,39,1.0,4905900.0,57500.0,2017-01-04
AAA,2014,WHITE,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,36162.0,37,1.0,4905900.0,54500.0,2017-01-04
AAA,2014,GRAY,PORSCHE,PANAMERA 4X2 V6,2,4DHB,6G,A,42917.0,36,1.0,4905900.0,41000.0,2017-01-04
AAA,2014,GRAY,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,21688.0,42,1.0,4905900.0,57000.0,2017-01-04
AAA,2015,WHITE,PORSCHE,911 4X2 6C,2,2DCV,6G,A,32344.0,43,1.0,4905900.0,62000.0,2017-01-04
AAA,2015,BLUE,PORSCHE,PANAMERA AWD V6,4S,4DHB,6GT,A,15650.0,47,1.0,4905900.0,68500.0,2017-01-04
AAA,2014,BLUE,PORSCHE,PANAMERA 4X2 V6,2,4DHB,6G,A,44925.0,48,1.0,4905900.0,42000.0,2017-01-04
AAA,2014,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,34030.0,31,1.0,4905900.0,42000.0,2017-01-04
AAA,2014,GRAY,PORSCHE,PANAMERA 4X2 V6,S E-HYBRID,4DHB,6H,A,24053.0,40,1.0,4905900.0,54000.0,2017-01-04
AAA,2014,BROWN,PORSCHE,PANAMERA 4X2 V6,2,4DHB,6G,A,74058.0,43,1.0,4905900.0,34000.0,2017-01-04
AAA,2016,BLACK,PORSCHE,CAYMAN,BLACK EDIT,2DCP,6G,A,3293.0,49,1.0,4905905.0,47500.0,2017-01-04
AAA,2013,BLACK,PORSCHE,CAYENNE,S,SUV,6H,A,61603.0,35,1.0,4905905.0,31500.0,2017-01-04
AAA,2015,SAPPBLUE,PORSCHE,MACAN,S,SUV,6GT,A,16561.0,47,1.0,4905900.0,48000.0,2017-01-04
AAA,2014,JETBLACK,PORSCHE,CAYENNE,TURBO S,SUV,8G,A,49027.0,42,1.0,4905900.0,67000.0,2017-01-04
AAA,2015,JETBLACK,PORSCHE,PANAMERA,GTS,4DHB,8G,A,24476.0,45,1.0,4905900.0,78000.0,2017-01-04
AAA,2014,BLACK,PORSCHE,911,S TURBO,2DCP,6GT,A,30079.0,43,1.0,4905900.0,118500.0,2017-01-04
AAA,2015,AGATEGRY,PORSCHE,911,S TURBO,2DCP,6GT,A,8420.0,50,1.0,4905900.0,145000.0,2017-01-04
AAA,2014,DARKBLUE,PORSCHE,PANAMERA,GTS,4DHB,8G,A,27160.0,40,2.0,4905900.0,63500.0,2017-01-04
AAA,2014,AGATEGRY,PORSCHE,BOXSTER,S,2DCV,6G,A,25923.0,40,1.0,4905900.0,46000.0,2017-01-04
AAA,2015,WHITE,PORSCHE,911 CAB,S TURBO,2DCV,6GT,A,12213.0,35,1.0,4905900.0,150000.0,2017-01-04
AAA,2014,BLACK,PORSCHE,BOXSTER,S,2DCV,6G,A,20022.0,37,2.0,4905900.0,41500.0,2017-01-04
AAA,2014,YELLOW,PORSCHE,BOXSTER,S,2DCV,6G,A,5949.0,49,1.0,4905900.0,53500.0,2017-01-04
AAA,2015,JETBLACK,PORSCHE,PANAMERA,4,4DHB,6G,A,31000.0,42,1.0,4905900.0,53000.0,2017-01-04
AAA,2015,WHITE,PORSCHE,MACAN,S,SUV,6GT,A,19384.0,37,1.0,4905900.0,52000.0,2017-01-04
AAA,2014,WHITE,PORSCHE,PANAMERA,S,4DHB,6GT,A,33426.0,41,1.0,4905900.0,54000.0,2017-01-04
AAA,2014,DARKBLUE,PORSCHE,BOXSTER,S,2DCV,6G,A,15806.0,47,1.0,4905900.0,45000.0,2017-01-04
AAA,2013,BASALTBL,PORSCHE,911,CARRERA S,2DCP,6G,A,69771.0,43,1.0,4905900.0,54000.0,2017-01-04
AAA,2014,BLACK,PORSCHE,PANAMERA,4S,4DHB,6GT,A,28848.0,36,1.0,4905900.0,60000.0,2017-01-04
AAA,2014,WHITE,PORSCHE,BOXSTER,S,2DCV,6G,A,15785.0,43,1.0,4905900.0,50000.0,2017-01-04
AAA,2014,BLACK,PORSCHE,CAYMAN,S,2DCP,6G,A,23904.0,42,1.0,4905900.0,47000.0,2017-01-04
AAA,2014,WHITE,PORSCHE,CAYENNE,GTS,SUV,8G,A,46861.0,43,1.0,4905900.0,57500.0,2017-01-04
AAA,2013,CARBONGY,PORSCHE,PANAMERA,S HYBRID,4DHB,6H,A,55211.0,43,1.0,4905900.0,36500.0,2017-01-04
AAA,2012,BLACK,PORSCHE,911 AWD 6C,4,2DCV,6G,A,62604.0,47,1.0,5371898.0,43000.0,2017-01-04
NADE,2002,GRAY,PORSCHE,911 CAB,CARRERA 2,2DCV,6G,6,78913.0,37,2.0,4968565.0,14100.0,2017-01-04
AAA,2015,GREY,PORSCHE,BOXSTER,S,2DCV,6G,A,13271.0,43,1.0,5372193.0,54000.0,2017-01-04
AAA,2007,RED,PORSCHE,BOXSTER,S,2DCV,6G,A,36922.0,38,1.0,5372193.0,22800.0,2017-01-04
AAA,2008,GREY,PORSCHE,BOXSTER,S,2DCV,6G,6,31683.0,41,1.0,5372193.0,25600.0,2017-01-04
AAA,2008,BLUE,PORSCHE,911 AWD 6C,TURBO,2DCV,6GT,A,89122.0,29,1.0,5372193.0,29600.0,2017-01-04
AAA,2012,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,57475.0,37,1.0,5151581.0,33000.0,2017-01-04
AAA,2014,WHITE,PORSCHE,CAYENNE V6,DIESEL,SUV,6D,A,38703.0,48,1.0,5087250.0,42200.0,2017-01-04
AAA,2008,GREY,PORSCHE,CAYENNE V8,S,SUV,8G,A,78506.0,45,1.0,5009532.0,16200.0,2017-01-04
AAA,2011,GREY,PORSCHE,CAYENNE V8,S,SUV,8G,A,77833.0,41,1.0,5009532.0,24200.0,2017-01-04
AAA,2011,SILVER,PORSCHE,CAYENNE V8,S,SUV,8G,A,76136.0,32,1.0,5009532.0,24800.0,2017-01-04
AAA,2010,GREEN,PORSCHE,PANAMERA 4X2,S,4DHB,8G,A,67778.0,27,1.0,5009532.0,28200.0,2017-01-04
AAA,2001,PURPLE,PORSCHE,911 CAB,CARRERA 2,2DCV,6G,A,65402.0,31,3.0,5390663.0,14500.0,2017-01-04
AAA,2002,BLACK,PORSCHE,911 CPE,CARRERA 4S,2DCP,6G,6,63126.0,34,1.0,5001090.0,21400.0,2017-01-04
SVAA,2003,SILVER,PORSCHE,911 CARRERA 4X2,CARRERA 2,2DCP,6G,6,100966.0,33,1.0,5006121.0,14500.0,2017-01-04
SVAA,2004,BLUE,PORSCHE,CAYENNE V8,S,SUV,8G,A,105890.0,35,1.0,5006121.0,7500.0,2017-01-04
LMAA,2013,RED,PORSCHE,911 4X2 6C,CARRERA,2DCV,6G,A,7123.0,47,1.0,5215386.0,70105.0,2017-01-04
MAA,2004,RED,PORSCHE,911 AWD,CARRERA 4,2DCV,6G,6,41716.0,42,3.0,5011813.0,28000.0,2017-01-04
GOAA,1982,WHITE,PORSCHE,911 SC,TARGA,2DCV,4G,4,65701.0,0,1.0,4920442.0,6000.0,2017-01-04
THAA,2006,WHITE,PORSCHE,CAYENNE V8,S,SUV,8G,A,77885.0,36,1.0,5151540.0,10400.0,2017-01-05
WPBA,2006,WHITE,PORSCHE,911 4X2 6C,CARRERA,2DCV,6G,6,36351.0,42,1.0,5047355.0,36000.0,2017-01-05
WPBA,2004,BLUE,PORSCHE,911 AWD,CARRERA 4S,2DCV,6G,6,40291.0,46,1.0,5047355.0,26400.0,2017-01-05
WPBA,2012,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,46010.0,35,1.0,5091839.0,36000.0,2017-01-05
WPBA,2013,GREEN,PORSCHE,CAYENNE V8,GTS,SUV,8GT,A,46960.0,41,1.0,5091839.0,46600.0,2017-01-05
WPBA,2013,SILVER,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6G,A,52885.0,41,1.0,5091839.0,58700.0,2017-01-05
WPBA,2014,BLUE,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,27019.0,36,5.0,5091839.0,52400.0,2017-01-05
WPBA,2015,SILVER,PORSCHE,911 AWD 6C,4S,2DCP,6G,7,4922.0,47,1.0,5091839.0,97000.0,2017-01-05
AAA,2004,WHITE,PORSCHE,911 4X2,CARRERA,2DCV,6G,A,75065.0,37,2.0,5177233.0,19400.0,2017-01-05
MISS,2015,BLACK,PORSCHE,MACAN,TURBO,SUV,6GT,A,27663.0,46,1.0,5182521.0,56500.0,2017-01-05
THAA,2013,SILVER,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,A,32153.0,37,3.0,5275374.0,57500.0,2017-01-05
MAA,2013,BLACK,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,36502.0,44,1.0,5246627.0,53000.0,2017-01-05
TBAA,2005,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,113801.0,21,1.0,5002358.0,6400.0,2017-01-05
THAA,2003,BLUE,PORSCHE,911 CPE,CARRERA 2,2DCP,6G,6,52519.0,27,9.0,4993796.0,18700.0,2017-01-05
MAA,2015,WHITE,PORSCHE,BOXSTER,GTS,2DCV,6G,A,8700.0,49,4.0,5033711.0,67000.0,2017-01-05
MAA,2011,BLUE,PORSCHE,911 4X2 6C,CARRERA,2DCP,6G,6,26925.0,42,1.0,5152273.0,45500.0,2017-01-05
MAA,2009,WHITE,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,A,28122.0,50,1.0,5011813.0,51500.0,2017-01-05
NASH,2006,SILVER,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6G,A,20702.0,38,1.0,5089870.0,32000.0,2017-01-05
PXAA,1999,RED,PORSCHE,911 CAB,CARRERA 2,2DCV,6G,6,83864.0,27,1.0,5367610.0,11100.0,2017-01-05
MAA,2013,BLACK,PORSCHE,PANAMERA AWD V6,4 PLATINUM,4DHB,6G,A,48206.0,43,1.0,5216574.0,43700.0,2017-01-05
MAA,2012,SILVER,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,54740.0,42,19.0,5350169.0,36000.0,2017-01-05
MAA,2015,WHITE,PORSCHE,911 AWD 6C,TURBO,2DCP,6GT,A,9081.0,44,1.0,5372193.0,125000.0,2017-01-05
MAA,2017,BLACK,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6GT,A,2712.0,50,1.0,5372193.0,116000.0,2017-01-05
MAA,2014,WHITE,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,18471.0,39,1.0,5372193.0,66500.0,2017-01-05
MAA,2016,BLACK,PORSCHE,MACAN,TURBO,SUV,6GT,A,11653.0,43,1.0,5372193.0,67750.0,2017-01-05
MAA,2010,BLACK,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,32834.0,44,2.0,5372193.0,34000.0,2017-01-05
MAA,2015,GREY,PORSCHE,MACAN,S,SUV,6GT,A,54460.0,49,2.0,5372193.0,39000.0,2017-01-05
MAA,2011,GREY,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,72456.0,37,1.0,5372193.0,32100.0,2017-01-05
THAA,2011,BLUE,PORSCHE,911 4X2 6C,CARRERA,2DCV,6G,6,51382.0,49,1.0,5269621.0,37000.0,2017-01-05
AAAI,2005,BLUE,PORSCHE,CAYENNE V8,S,SUV,8G,A,195639.0,32,3.0,5118807.0,3300.0,2017-01-05
AAA,2014,BLACK,PORSCHE,BOXSTER,S,2DCV,6G,A,11332.0,44,1.0,4905900.0,49000.0,2017-01-05
FAAO,2014,BLACK,PORSCHE,CAYENNE V6,PLATINUM,SUV,6G,A,37065.0,44,1.0,5288881.0,39700.0,2017-01-05
GCAA,2011,BLACK,PORSCHE,PANAMERA AWD V8,TURBO,4DHB,8GT,A,59149.0,42,5.0,5355410.0,47000.0,2017-01-05
AAA,2014,GREY,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,40110.0,10,2.0,4905900.0,26000.0,2017-01-05
SVAA,2011,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,72468.0,34,3.0,5100049.0,22000.0,2017-01-05
PAA,2012,WHITE,PORSCHE,CAYENNE V8,S,SUV,8G,A,54529.0,33,1.0,4993796.0,32200.0,2017-01-05
NVAA,2003,BROWN,PORSCHE,CAYENNE,TURBO,SUV,8GT,A,71488.0,42,1.0,5218421.0,10300.0,2017-01-06
LMAA,2006,WHITE,PORSCHE,BOXSTER,S,2DCV,6G,6,42065.0,41,1.0,5212733.0,18600.0,2017-01-06
NVAA,2012,SILVER,PORSCHE,PANAMERA 4X2 V8,S,4DHB,8G,A,75051.0,37,4.0,5392849.0,36500.0,2017-01-06
NVAA,2014,WHITE,PORSCHE,BOXSTER,S,2DCV,6G,A,13670.0,48,2.0,5207447.0,46000.0,2017-01-06
LMAA,2008,BLACK,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,73768.0,21,3.0,5285463.0,14600.0,2017-01-06
MAA,2011,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,79952.0,13,1.0,5020032.0,24000.0,2017-01-06
MAA,2004,GREY,PORSCHE,CAYENNE V8,S,SUV,8G,A,112697.0,41,1.0,5070024.0,7600.0,2017-01-06
MAA,2010,BLUE,PORSCHE,PANAMERA AWD,4S,4DHB,8G,A,19580.0,44,2.0,5407015.0,43500.0,2017-01-06
MAA,2014,SILVER,PORSCHE,BOXSTER,S,2DCV,6G,A,14305.0,44,2.0,5011813.0,48750.0,2017-01-06
MAA,2013,GREY,PORSCHE,911 4X2 6C,CARRERA,2DCV,6G,7,12704.0,50,1.0,5372193.0,61600.0,2017-01-06
MAA,2016,GREY,PORSCHE,CAYENNE V6,S E-HYBRID,SUV,6H,A,13715.0,47,2.0,5372193.0,61000.0,2017-01-06
MAA,2011,BLUE,PORSCHE,PANAMERA AWD V8,4S,4DHB,8G,A,57639.0,39,1.0,5372193.0,35000.0,2017-01-06
MAA,2013,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,78047.0,38,2.0,5372193.0,40500.0,2017-01-06
MAA,2006,SILVER,PORSCHE,BOXSTER,S,2DCV,6G,A,88761.0,29,7.0,5372193.0,13250.0,2017-01-06
MAA,2009,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,94523.0,41,2.0,5372193.0,15100.0,2017-01-06
MAA,2001,BLUE,PORSCHE,911 CPE,CARRERA 2,2DCP,6G,A,23333.0,46,2.0,4968566.0,19200.0,2017-01-06
MAA,2014,BLACK,PORSCHE,CAYENNE V6,DIESEL,SUV,6DT,A,48808.0,37,3.0,5033711.0,38600.0,2017-01-06
MAA,2006,SILVER,PORSCHE,911 AWD 6C,CARRERA 4S,2DCV,6G,6,16942.0,41,3.0,5033711.0,35600.0,2017-01-06
AYCA,2015,BLACK,PORSCHE,PANAMERA 4X2 V6,S E-HYBRID,4DHB,6H,A,30108.0,43,2.0,5100063.0,53000.0,2017-01-09
MAA,2012,WHITE,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,76075.0,35,9.0,5011813.0,37500.0,2017-01-09
FAAO,2006,YELLOW,PORSCHE,BOXSTER,S,2DCV,6G,6,28393.0,26,2.0,5288881.0,17700.0,2017-01-10
SLAA,2002,BLACK,PORSCHE,BOXSTER,S,2DCV,6G,A,122262.0,25,1.0,5363511.0,6900.0,2017-01-10
FAAO,2005,SILVER,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,37951.0,38,1.0,5357217.0,16200.0,2017-01-10
RAA,2010,BROWN,PORSCHE,BOXSTER,S,2DCV,6G,A,88065.0,45,1.0,5038618.0,19500.0,2017-01-10
AREN,2004,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,144375.0,13,1.0,5111328.0,4200.0,2017-01-10
RAA,2010,SILVER,PORSCHE,PANAMERA 4X2,S,4DHB,8G,A,75231.0,47,1.0,5195223.0,30250.0,2017-01-10
RAA,2003,SILVER,PORSCHE,911 CPE,CARRERA 4S,2DCP,6G,A,71740.0,41,6.0,5262572.0,22250.0,2017-01-10
RAA,2014,GRAY,PORSCHE,PANAMERA 4X2 V6,S,4DHB,6GT,A,20692.0,48,6.0,5365968.0,55000.0,2017-01-10
RAA,2014,BROWN,PORSCHE,911 4X2 6C,S,2DCV,6G,A,30982.0,50,1.0,5365968.0,68750.0,2017-01-10
FAAO,2013,BLACK,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,A,19834.0,44,2.0,5201779.0,72500.0,2017-01-10
AAAI,2004,BLUE,PORSCHE,CAYENNE V8,S,SUV,8G,A,82925.0,33,1.0,5086069.0,6400.0,2017-01-10
FAAO,2015,GRAY,PORSCHE,MACAN,S,SUV,6GT,A,19876.0,41,1.0,5292848.0,47200.0,2017-01-10
SVAA,2006,BLACK,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,6,63721.0,40,1.0,5034133.0,32000.0,2017-01-10
SLAA,2004,SILVER,PORSCHE,CAYENNE V8,S,SUV,8G,A,109746.0,30,1.0,5392143.0,5500.0,2017-01-10
BWAE,2011,BROWN,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,48238.0,47,1.0,5003580.0,36000.0,2017-01-10
FAAO,2003,SILVER,PORSCHE,911 CPE,CARRERA 4S,2DCP,6G,6,29867.0,33,4.0,4918814.0,28000.0,2017-01-10
DALA,2008,TAN,PORSCHE,CAYENNE V8,S,SUV,8G,A,90115.0,26,2.0,4994456.0,6500.0,2017-01-11
SSAA,2014,BLUE,PORSCHE,CAYENNE V8,S,SUV,8G,A,28508.0,44,1.0,4997069.0,48400.0,2017-01-11
INDY,2015,BLUE,PORSCHE,PANAMERA AWD V8,GTS,4DHB,8G,A,18516.0,43,4.0,4997172.0,75600.0,2017-01-11
SAAA,2003,RED,PORSCHE,911 CARRERA AWD,CARRERA 4,2DCP,6G,A,102722.0,29,1.0,5047221.0,12500.0,2017-01-11
SDAA,2004,GRAY,PORSCHE,911 AWD,CARRERA 4S,2DCV,6G,6,66077.0,38,1.0,5195223.0,23750.0,2017-01-11
SSAA,2002,SILVER,PORSCHE,911 CPE,CARRERA 2,2DCP,6G,A,106949.0,44,1.0,4910284.0,15000.0,2017-01-11
CADE,2010,WHITE,PORSCHE,PANAMERA 4X2,S,4DHB,8G,A,93297.0,30,1.0,5205126.0,27000.0,2017-01-11
SSAA,2007,SILVER,PORSCHE,CAYMAN,S,2DCP,6G,6,67855.0,37,1.0,5067911.0,19000.0,2017-01-11
GOAA,2008,SILVER,PORSCHE,CAYMAN,S,2DCP,6G,A,44947.0,48,1.0,4938080.0,25600.0,2017-01-11
CADE,1999,GREEN,PORSCHE,911 CPE,CARRERA 4,2DCP,6G,A,70257.0,13,1.0,4995414.0,8000.0,2017-01-11
CADE,2009,WHITE,PORSCHE,CAYENNE V8,S,SUV,8G,A,80316.0,46,1.0,5060637.0,19250.0,2017-01-11
CADE,2006,BLACK,PORSCHE,CAYENNE V8,TURBO,SUV,8GT,A,102698.0,34,1.0,5060637.0,14250.0,2017-01-11
BCAA,2008,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,119655.0,34,1.0,5140599.0,9000.0,2017-01-11
NADE,2013,AGATE GR,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6G,A,33812.0,29,1.0,4905102.0,64500.0,2017-01-11
FAAO,2012,BROWN,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,75055.0,44,1.0,5252385.0,32200.0,2017-01-11
FAAO,2006,BLACK,PORSCHE,CAYMAN,S,2DCP,6G,6,59586.0,38,1.0,5037412.0,20600.0,2017-01-11
FAAO,2016,GRAY,PORSCHE,PANAMERA 4X2 V6,2WD,4DHB,6G,A,6933.0,43,7.0,4915785.0,64300.0,2017-01-11
FAAO,2008,GRAY,PORSCHE,911 AWD 6C,TURBO,2DCP,6GT,A,49484.0,39,1.0,5003763.0,55200.0,2017-01-11
FAAO,2014,GRAY,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,31854.0,43,2.0,5000464.0,50400.0,2017-01-11
FAAO,2009,BLUE,PORSCHE,911 4X2 6C,CARRERA S,2DCV,6G,A,39199.0,42,1.0,5237438.0,44000.0,2017-01-11
FAAO,2008,YELLOW,PORSCHE,911 4X2 6C,CARRERA S,2DCP,6G,6,64983.0,25,2.0,5039462.0,34000.0,2017-01-11
THAA,2008,BLACK,PORSCHE,CAYENNE V8,GTS,SUV,8G,A,102262.0,38,1.0,5157508.0,16200.0,2017-01-12
THAA,2007,BLACK,PORSCHE,BOXSTER,S,2DCV,6G,6,49278.0,35,1.0,5151543.0,21400.0,2017-01-12
DFWA,2007,RED,PORSCHE,CAYMAN,S,2DCP,6G,A,94666.0,31,1.0,5334198.0,14700.0,2017-01-12
AAA,2004,BLACK,PORSCHE,911 AWD,CARRERA 4,2DCV,6G,6,55194.0,28,1.0,5289308.0,29400.0,2017-01-12
SCAA,2006,GRAY,PORSCHE,CAYMAN,S,2DCP,6G,A,41668.0,43,1.0,5033211.0,19500.0,2017-01-12
WPBA,2014,WHITE,PORSCHE,911 4X2 6C,2,2DCP,6G,A,35781.0,46,1.0,5091839.0,56400.0,2017-01-12
WPBA,2009,BLACK,PORSCHE,CAYENNE V8,S,SUV,8G,A,51286.0,41,1.0,5091839.0,20600.0,2017-01-12
WPBA,2013,YELLOW,PORSCHE,BOXSTER,S,2DCV,6G,6,17540.0,45,1.0,5091839.0,43400.0,2017-01-12
WPBA,2013,GRAY,PORSCHE,CAYENNE V8,S,SUV,8G,A,48215.0,45,6.0,5188619.0,38400.0,2017-01-12
WPBA,2014,SILVER,PORSCHE,PANAMERA AWD V6,4,4DHB,6G,A,27276.0,45,4.0,5103679.0,48000.0,2017-01-12
DFWA,2014,BLACK,PORSCHE,CAYENNE V8,TURBO S,SUV,8GT,A,38438.0,48,5.0,5039173.0,75400.0,2017-01-12
